informativeSNPs	Target
2	contig238399|ZNF397|9
1	contig238423|ZPBP|8
1	contig238567|GUCA1B|7
4	contig238700|C20orf94|7
5	contig238924|MRPL4|11
2	contig239523|MMACHC|6
5	contig240055|ABL2|6
1	contig240376|MAP2K7|6
3	contig240456|KIAA1328|6
1	contig241070|CPNE8|8
1	contig24189|PCNA|3
5	contig242230|PARK7|6
2	contig243510|LRRIQ3|12
3	contig244411|GZMA|12
1	contig244431|PHF21A|6
3	contig244659|ECHDC1|6
3	contig244864|RABGAP1L|11
2	contig245404|EMB|6
3	contig245499|MRPL53|12
3	contig245689|IGSF9B|6
2	contig247439|COMMD7|8
1	contig250203|TRIM50|8
5	contig250636|FAM167A|6
2	contig251199|G0S2|8
2	contig251748|FOPNL|8
4	contig251951|ANKS1A|11
6	contig252828|MRPS28|8
2	contig253351|POLR2L|6
1	contig253951|CDAN1|6
5	contig255390|WIPF1|6
1	contig256054|NAV3|3
1	contig257407|TCTE3|11
1	contig25989|RIC8A|7
1	contig260164|CHEK1|6
2	contig260328|RAD54L2|6
1	contig261086|HOXA5|6
1	contig261643|TNRC6C|6
2	contig263502|SLC4A1AP|11
1	contig263682|TXNDC17|8
1	contig264522|LOC100287399|12
5	contig264945|NOD1|11
4	contig264992|CDHR1|6
3	contig265431|CALML4|6
5	contig265557|MANEA|6
1	contig26557|TXNL4B|6
1	contig272019|NECAB2|8
1	contig274225|FGF9|6
1	contig275835|CALCOCO1|6
1	contig277482|BCL7A|8
3	contig281211|TOP3B|3
2	contig284449|BTG3|6
4	contig285150|C12orf35|8
1	contig28590|MR1|8
1	contig28593|MFSD11|8
8	contig286531|HBXIP|9
2	contig286929|GDF11|6
9	contig28746|SDPR|11
1	contig287520|SYN3|6
3	contig288423|C1R|8
1	contig29072|ZNF644|11
5	contig29224|ABRACL|8
4	contig294132|PPM1H|8
1	contig30889|FBXW2|6
1	contig312462|FBN1|5
4	contig312479|CDK11B|6
4	contig312482|ESCO1|11
2	contig312491|AKAP10|1
3	contig312776|TPP2|6
1	contig312780|CD200|11
4	contig312795|KIAA0182|8
2	contig312802|AFF2|7
5	contig312804|TCTEX1D1|8
6	contig31418|CAPN2|9
4	contig314228|ATRN|7
3	contig314229|MXRA5|12
3	contig314232|PAFAH1B1|6
8	contig314234|GOLGB1|12
3	contig314236|LPGAT1|8
3	contig314237|TAOK1|11
3	contig314240|CREBBP|12
4	contig314242|SPTAN1|2
6	contig314243|FLJ22184|11
5	contig314244|TUSC2|7
5	contig314261|MMD2|11
3	contig314263|C1orf198|11
4	contig314265|CLTC|11
4	contig314267|SCAMP2|7
1	contig314268|MYO1C|6
1	contig314269|TNS3|12
2	contig314273|KLF3|11
3	contig314276|PRRC2A|11
8	contig314278|ZNF800|8
9	contig314279|DSG2|11
3	contig314280|PPL|7
11	contig314284|NDST1|8
2	contig314286|ZNF638|11
4	contig314287|HSPA4|8
1	contig314289|CHD4|7
4	contig314290|ATP8B1|6
1	contig314291|MAPK3|6
2	contig314292|NR3C1|11
5	contig314297|PPRC1|11
5	contig314298|XPR1|6
2	contig314301|NINL|11
1	contig314303|SIPA1L3|11
6	contig314304|CCDC93|6
1	contig314308|NANS|6
1	contig314309|EEA1|7
3	contig314311|B3GNT7|8
4	contig314312|XPO5|11
6	contig314313|MYOM3|9
3	contig314315|UBFD1|3
2	contig314319|EPB41L1|6
7	contig314320|ITFG3|12
1	contig314321|TWSG1|11
5	contig314324|DGAT1|8
1	contig314326|ZFHX2|8
8	contig314327|C8orf80|11
2	contig314328|SLC9A7|6
4	contig314330|TMEM161A|11
1	contig314331|WDR26|6
1	contig314332|REV3L|11
2	contig314336|SEC24A|11
3	contig314341|SCAF1|11
6	contig314344|ZFP106|8
7	contig314345|ARPC2|11
1	contig314347|PSEN2|9
6	contig314350|ACSS2|9
4	contig314352|PDGFRA|11
1	contig314356|RC3H1|9
4	contig314358|SSBP3|6
2	contig314360|ANKRD28|7
1	contig314361|KDM5B|10
1	contig314362|USP4|6
7	contig314363|TRAPPC9|11
4	contig314365|ROCK2|6
2	contig314369|NID2|11
4	contig314374|TMEM127|6
7	contig314375|ZBTB34|8
3	contig314378|CACNG1|6
6	contig314381|NSD1|11
8	contig314383|DOPEY2|12
2	contig314384|PLCD1|9
2	contig314385|TAZ|11
6	contig314386|C7orf41|6
5	contig314390|GCC2|8
6	contig314393|LRRC41|11
4	contig314397|PRAF2|11
4	contig314398|OXSR1|8
4	contig314399|MDN1|9
4	contig314400|TMEM50B|6
2	contig314403|ENSA|6
1	contig314409|TIMP2|11
2	contig314410|G3BP2|6
5	contig314412|ACTN4|4
5	contig314415|NOV|11
1	contig314416|PARVB|3
4	contig314418|STX16|6
1	contig314419|PPP2R3A|11
2	contig314422|E14E3|OPA
5	contig314425|MREG|11
2	contig314426|CHD7|11
2	contig314429|RPAP1|11
4	contig314432|MNT|6
1	contig314433|GSK3B|2
3	contig314434|ARHGAP21|6
3	contig314436|ESYT3|11
6	contig314439|PPP1R26|11
5	contig314440|USP11|11
8	contig314441|SMAD3|1
1	contig314444|RPS6KB1|8
3	contig314447|RUFY3|8
9	contig314448|GNA11|6
4	contig314452|SEC23B|8
6	contig314455|ZSWIM3|9
7	contig314459|TM9SF4|9
4	contig314461|ZNF585A|8
4	contig314463|VASN|11
4	contig314464|SLC50A1|11
5	contig314468|OVOS2|11
6	contig314469|ELF3|11
3	contig314473|ARIH2|3
5	contig314474|PDGFA|6
7	contig314477|E12G2|OPA
4	contig314480|VIL1|11
4	contig314482|STX7|3
3	contig314483|GDPD5|7
1	contig314486|CUL4B|3
4	contig314488|IFIH1|9
6	contig314489|GCHFR|12
3	contig314490|RTP3|8
3	contig314491|ADAM17|6
8	contig314492|EIF2AK3|6
8	contig314498|DSC2|12
3	contig314500|GOLPH3L|9
11	contig314504|DNAJC10|6
2	contig314505|PDE7B|2
4	contig314510|RAB5C|6
2	contig314512|CORO1C|8
4	contig314513|PLA2G16|9
4	contig314514|FAT1|11
2	contig314516|VPS8|12
4	contig314517|EFNA5|6
4	contig314518|ST14|7
1	contig314522|PTRF|11
1	contig314523|CHD2|4
4	contig314524|GOLGA2|7
5	contig314526|SLX4|11
4	contig314527|GIMAP7|11
1	contig314528|USP7|1
3	contig314530|ZNF615|11
4	contig314531|GMEB1|11
6	contig314532|SMC1A|3
4	contig314534|IRS2|12
3	contig314539|C1orf174|6
3	contig314540|C6orf132|11
5	contig314542|PRSS35|11
7	contig314543|PFKL|8
5	contig314544|9-Sep|6
3	contig314547|C14orf159|9
1	contig314548|KIF1B|10
5	contig314554|GABARAPL1|6
5	contig314556|AZI2|6
3	contig314557|LAMA1|11
2	contig314562|SPEN|12
4	contig314564|E14G11|OPA
1	contig314576|YEATS2|12
2	contig314578|PRPF4B|8
3	contig314581|MBTPS2|11
4	contig314583|CAND1|12
2	contig314585|C1GALT1|6
4	contig314588|LRPPRC|11
10	contig314591|KAL1|11
1	contig314592|CYP2C8|8
2	contig314594|LIG1|11
5	contig314595|ZNF567|11
4	contig314596|N4BP2L2|11
2	contig314598|PPP2R5C|11
6	contig314599|MLL3|11
7	contig314601|GPATCH8|11
3	contig314603|PPP5C|11
2	contig314605|CEP192|11
6	contig314608|PUM2|6
1	contig314609|IGFBP4|6
9	contig314610|CCDC80|11
1	contig314611|GALNT7|11
4	contig314613|MOSC1|11
1	contig314614|MARK1|7
4	contig314615|FAM193A|6
5	contig314617|ZNF135|11
2	contig314621|DCK|6
2	contig314623|CCDC30|11
3	contig314624|TTC14|6
2	contig314625|GYS1|11
1	contig314627|SF3B1|8
2	contig314632|EPAS1|8
1	contig314639|ZDHHC1|11
1	contig314640|CYTH2|6
1	contig314641|TSPYL4|6
10	contig314644|TP53BP2|11
2	contig314652|TMEM59|6
3	contig314654|KPNA3|3
11	contig314658|CENPJ|11
5	contig314663|E8C10|OPA
4	contig314664|RAB31|6
12	contig314665|RANBP2|12
1	contig314669|TMEM57|6
1	contig314671|SCAF8|12
13	contig314678|MOV10|9
7	contig314679|CHML|6
4	contig314680|SEMA6D|11
5	contig314689|FAM125A|11
1	contig314698|SUPT16H|11
5	contig314699|COG3|3
6	contig314704|SPRYD7|6
3	contig314706|TSNARE1|11
3	contig314710|DIDO1|12
1	contig314711|GALNT1|6
3	contig314713|SLIT3|6
3	contig314714|ENTPD2|6
7	contig314715|HIRIP3|11
3	contig314721|ZMYND11|11
3	contig314723|CECR5|7
2	contig314725|TIA1|8
2	contig314729|EHD3|6
3	contig314730|RNF26|11
3	contig314732|SENP1|11
7	contig314733|COL11A1|11
1	contig314734|RNF114|6
2	contig314735|USP12|2
3	contig314740|FIP1L1|11
5	contig314741|PRKAG1|8
5	contig314742|MYBPC3|6
3	contig314744|ELL|3
2	contig314746|UBA1|6
6	contig314749|SMCR7|10
7	contig314751|PRPF19|8
6	contig314753|STOM|7
2	contig314755|TOR1A|11
2	contig314756|ZBED4|8
2	contig314760|CPEB2|6
6	contig314762|F13A1|11
3	contig314767|GATC|11
3	contig314768|METTL13|11
1	contig314770|TM9SF3|8
3	contig314771|TMEM179B|11
2	contig314773|ARHGAP12|9
7	contig314774|THAP1|11
4	contig314775|WNK3|11
1	contig314782|LRP2|11
3	contig314785|HGD|8
5	contig314786|GRIK2|11
1	contig314788|CCNF|11
2	contig314797|NBR1|9
8	contig314798|WDR35|6
6	contig314799|HPS6|8
1	contig314803|RRN3|6
1	contig314805|NOMO1|11
4	contig314806|ZNF750|12
1	contig314807|TAX1BP1|11
2	contig314815|LRBA|11
4	contig314817|TLR5|11
2	contig314819|LDLR|3
1	contig314820|RBBP8|8
2	contig314824|RBBP6|11
4	contig314825|FBXW7|6
5	contig314828|E53E5|OPA
6	contig314829|TACC3|12
5	contig314831|ZNF292|11
6	contig314832|PRPF38B|8
4	contig314833|BCAP29|4
2	contig314834|SPTBN2|11
4	contig314836|TMEM65|11
8	contig314837|UBE2H|3
2	contig314838|PYGM|8
12	contig314841|PALMD|12
4	contig314842|CASK|6
1	contig314847|ZNF182|11
5	contig314848|UPF2|11
6	contig314852|UTP14A|11
3	contig314857|PHKB|6
2	contig314859|ARL3|1
2	contig314863|ANKRD50|12
2	contig314866|ATP6AP2|6
3	contig314867|LPL|11
1	contig314871|SKI|8
2	contig314872|PTER|8
2	contig314874|KLF6|11
2	contig314875|RTN3|11
2	contig314876|LRRK2|11
3	contig314877|PDPR|11
6	contig314878|TRIP11|7
7	contig314879|GTPBP2|7
5	contig314883|OGFR|11
5	contig314885|GRIP1|8
4	contig314887|ASB8|11
7	contig314890|TCIRG1|9
1	contig314893|ZNF608|11
1	contig314894|UBP1|2
4	contig314896|ELMO3|9
1	contig314905|ZNF318|11
3	contig314912|MCM2|6
1	contig314913|VRK3|11
1	contig314916|NOL6|11
1	contig314917|LMAN1|6
9	contig314918|EFHD2|8
6	contig314923|PCDH20|6
3	contig314928|CEP95|9
4	contig314931|FGD3|9
6	contig314932|MPPE1|6
3	contig314937|COL17A1|11
2	contig314938|HIRA|11
1	contig314943|SPON1|6
1	contig314946|TDRD7|11
4	contig314948|PDP2|11
2	contig314951|IMPDH1|8
2	contig314954|DHX34|8
6	contig314956|PDCD11|11
1	contig314958|UBE2Z|11
1	contig314961|TLK1|11
5	contig314963|TTLL4|11
2	contig314964|CHMP5|6
4	contig314965|ACTR1A|6
2	contig314966|ADCK3|6
5	contig314968|R3HCC1L|11
2	contig314972|PROM1|11
3	contig314978|ZNF717|11
6	contig314979|MGAT2|9
1	contig314980|PPP2R5A|11
12	contig314982|ACY3|11
3	contig314985|USP44|11
2	contig314987|OSBPL11|12
8	contig314988|APITD1|8
1	contig314989|AMPD1|9
4	contig314991|TGS1|11
3	contig314992|ARFRP1|3
3	contig314993|ANTXR2|11
6	contig314994|KCTD2|6
3	contig314997|CHAF1A|9
4	contig315000|MCM4|7
2	contig315002|LRRN1|8
6	contig315004|VGF|12
3	contig315005|FAM83G|11
6	contig315008|MRE11A|7
7	contig315013|MLLT11|11
6	contig315014|RAD21|11
6	contig315020|DICER1|6
6	contig315023|MTMR6|9
8	contig315028|MPP6|6
3	contig315033|DIAPH1|8
1	contig315036|FLCN|6
1	contig315039|LARS|3
5	contig315044|PIGN|8
3	contig315045|HGS|11
5	contig315048|SCNN1A|11
2	contig315051|TAB2|6
1	contig315053|NCKAP5|7
5	contig315054|LIMS2|2
3	contig315055|FBXO4|11
3	contig315058|LUC7L3|9
1	contig315075|PAPLN|11
8	contig315078|KIT|11
1	contig315079|ENAH|3
6	contig315080|ARID4A|11
12	contig315083|GPX7|7
5	contig315085|FAM107B|6
11	contig315088|BEND7|6
4	contig315090|TARS|11
1	contig315091|TOMM70A|3
6	contig315092|CORO1B|11
6	contig315097|MAPKAPK3|6
2	contig315098|SLC30A7|3
4	contig315099|HARS|11
3	contig315101|CCDC66|11
3	contig315102|TNFAIP2|11
5	contig315103|CSE1L|3
6	contig315104|7-Mar|11
4	contig315105|EXOSC10|11
7	contig315109|HIVEP2|11
3	contig315119|NCKAP1|2
6	contig315120|SEPN1|11
3	contig315122|RAI1|11
2	contig315124|PPP1R15B|11
3	contig315130|HEBP2|12
4	contig315132|ZBTB38|8
4	contig315133|ACAD9|7
5	contig315134|UGCG|2
3	contig315136|GABPA|7
10	contig315137|E13A7|OPA
1	contig315139|CUL3|1
14	contig315142|E15A11|OPA
8	contig315146|SCAMP3|6
1	contig315150|C16orf45|6
3	contig315152|FAM35A|11
2	contig315156|KIF2C|8
8	contig315158|ZNF25|11
6	contig315159|DAXX|11
1	contig315162|KLHL20|6
2	contig315163|SCG2|11
4	contig315169|E2F8|11
2	contig315170|GLUD1|6
3	contig315181|SMEK1|11
2	contig315182|FAM83B|12
7	contig315183|ZFP64|8
3	contig315184|RBM19|7
2	contig315189|SUV420H1|6
1	contig315192|LPIN2|8
4	contig315202|HIAT1|8
3	contig315204|UBIAD1|11
4	contig315206|PRPS1|8
1	contig315208|GRB2|6
2	contig315211|1-Mar|8
1	contig315214|SNX33|6
8	contig315216|ZNF300|11
1	contig315218|SND1|7
1	contig315219|SAR1A|6
1	contig315220|CANX|3
5	contig315223|PELI3|6
6	contig315224|BARD1|11
7	contig315226|CYBRD1|7
1	contig315227|CBLL1|4
2	contig315228|CYB5R3|6
1	contig315230|HCFC1|11
6	contig315234|SLX1B|11
3	contig315235|CDIPT|3
1	contig315237|DNAJC3|6
3	contig315245|GRHL2|6
2	contig315247|FAM117B|11
6	contig315249|SART3|11
1	contig315250|DDX24|11
2	contig315251|VPS37B|11
1	contig315252|ETF1|8
2	contig315255|IPO13|3
7	contig315257|PARP1|7
6	contig315259|NOTCH1|11
1	contig315262|RAB2B|7
1	contig315263|ABCC1|8
2	contig315264|DBNDD1|6
3	contig315265|SLFN13|11
7	contig315266|DHX33|11
1	contig315270|MPI|6
3	contig315281|KLHL28|6
2	contig315283|SPTLC1|3
3	contig315284|PRICKLE2|11
8	contig315285|ABCF3|6
1	contig315286|TOE1|11
2	contig315287|PRDM2|11
1	contig315289|HMGCR|9
2	contig315294|LYN|11
1	contig315295|ZBTB5|11
3	contig315296|UBR4|6
2	contig315297|QSOX2|9
2	contig315298|FILIP1L|11
8	contig315300|SLC37A3|6
1	contig315301|TXNDC5|6
2	contig315308|ATF5|12
4	contig315313|FBXO30|11
2	contig315317|DOCK7|6
4	contig315318|KIF11|9
2	contig315319|FEM1C|6
4	contig315325|FRS2|6
3	contig315327|EHHADH|9
4	contig315332|ZNRF2|6
3	contig315333|LRRCC1|11
1	contig315334|DHX36|7
8	contig315336|TKT|9
2	contig315337|MSI1|8
2	contig315338|BCORL1|8
1	contig315345|AUTS2|6
1	contig315350|UCKL1|6
4	contig315351|DIS3L2|6
4	contig315352|ITGA3|8
5	contig315354|PPFIBP1|11
3	contig315359|PNPO|11
1	contig315362|AKT1|3
4	contig315363|SLC44A1|6
4	contig315366|ELP3|6
2	contig315368|GABPB2|11
1	contig315370|SCNN1B|11
2	contig315371|PRF1|12
6	contig315372|C15orf42|11
4	contig315373|CECR1|11
2	contig315376|C5orf30|6
3	contig315377|ADAMTS4|6
4	contig315379|EIF4ENIF1|9
4	contig315383|MSTO1|12
3	contig315387|ZNF653|11
2	contig315388|REPS1|6
9	contig315389|NOC3L|11
2	contig315395|CHAMP1|11
3	contig315396|PPP1R21|11
1	contig315398|TUBGCP2|6
7	contig315399|MYOZ2|9
1	contig315403|TARBP2|11
2	contig315404|EIF2AK4|8
1	contig315407|APCS|12
2	contig315408|REST|11
4	contig315409|PARVG|8
7	contig315411|SETD3|8
1	contig315413|CDK13|11
1	contig315421|ETV3|11
3	contig315424|SNTB1|6
3	contig315431|ZNF180|11
1	contig315432|TBK1|11
7	contig315436|BUB1B|11
2	contig315437|SPATA5|7
6	contig315442|PLCG1|6
6	contig315443|LMBR1L|8
3	contig315445|GRAMD3|12
2	contig315448|LTBP1|9
1	contig315450|SLC26A4|11
2	contig315454|IGSF22|12
1	contig315456|CCNI|6
4	contig315459|TFIP11|11
5	contig315460|EFNB2|6
1	contig315461|BCL9|12
1	contig315462|KLF5|6
2	contig315463|MMS19|9
4	contig315465|UBXN7|11
2	contig315466|NAA50|6
4	contig315470|MATN2|6
7	contig315471|MAD1L1|7
2	contig315472|SMG7|6
1	contig315475|NME7|11
3	contig315481|KDM6B|12
4	contig315484|ANLN|8
2	contig315485|KIAA0368|3
1	contig315490|COPB1|8
1	contig315491|KIF15|9
3	contig315504|RELA|8
7	contig315516|SERPING1|11
7	contig315531|DDX10|11
2	contig315533|ARRDC1|7
1	contig315537|XRN2|12
2	contig315538|NEFH|9
1	contig315539|GNAI2|6
2	contig315546|RYR3|8
2	contig315548|NSFL1C|11
4	contig315550|FGFR1|4
7	contig315552|SYNGR2|11
1	contig315553|PDZD8|11
5	contig315554|C20orf20|11
6	contig315557|ACSS3|6
4	contig315558|GPBP1L1|6
2	contig315561|CDH5|11
7	contig315562|UBE3B|11
9	contig315563|FAM103A1|11
11	contig315564|HSPA9|11
6	contig315566|PHYHIPL|5
3	contig315567|DYM|6
4	contig315572|RAB11FIP1|11
8	contig315573|ASXL1|11
3	contig315574|SLC35C1|8
2	contig315576|AFF4|12
6	contig315578|BCL6|11
2	contig315579|PPP1R9A|11
1	contig315581|LTBP3|11
4	contig315587|RNF139|11
1	contig315589|DNAJC13|6
8	contig315592|RNF185|11
6	contig315593|ACVR1|11
3	contig315598|NDRG1|8
5	contig315600|CHDH|7
3	contig315603|PGGT1B|3
1	contig315605|CCBL1|6
4	contig315610|SEL1L|11
2	contig315612|ZW10|11
1	contig315616|CIRH1A|11
3	contig315619|USP1|11
2	contig315620|KIF22|12
9	contig315626|SAE1|11
2	contig315628|SORT1|11
6	contig315632|SH3PXD2A|11
4	contig315636|ZNF189|11
6	contig315638|GTF3C1|11
1	contig315639|RAD23B|6
4	contig315641|ELF2|6
4	contig315644|AGPAT6|3
2	contig315649|HTRA2|8
1	contig315651|ZNF143|11
1	contig315653|WSB2|8
4	contig315657|RFTN2|11
5	contig315658|JMJD4|11
4	contig315660|ADAMTS1|11
3	contig315662|CLPX|2
2	contig315663|LEO1|9
3	contig315665|SMAD2|6
3	contig315669|LYPLA1|11
1	contig315670|PRKAA1|8
5	contig315673|CAPZA2|1
3	contig315674|SGK2|9
2	contig315677|CHMP2A|6
7	contig315678|NNMT|12
1	contig315679|IPO11|9
8	contig315682|CBFA2T2|6
1	contig315683|LSP1|9
2	contig315689|ORC1|12
2	contig315691|FAR1|6
8	contig315692|AIP|6
6	contig315697|ZNF622|11
1	contig315699|NKRF|11
2	contig315700|THOC5|8
2	contig315702|TOPORS|12
1	contig315704|HOGA1|11
2	contig315706|FRMD6|8
2	contig315710|ZER1|8
5	contig315712|GBA|9
6	contig315726|STX5|6
6	contig315728|AGPAT9|7
3	contig315735|SCML2|11
2	contig315739|FAM213A|8
3	contig315742|NCF1|6
4	contig315746|NHSL1|11
2	contig315747|FMR1|8
2	contig315748|PSMD3|8
3	contig315752|FAM198A|11
3	contig315753|B3GNT3|11
6	contig315759|TSPAN31|11
4	contig315766|TTC39C|6
1	contig315776|TSPAN3|11
6	contig315777|HELLS|11
12	contig315780|ZNF432|11
6	contig315781|E12G10|OPA
4	contig315786|NIPBL|8
2	contig315788|EFEMP1|7
2	contig315789|TMTC4|8
8	contig315792|C17orf75|11
1	contig315796|C17orf39|6
5	contig315797|STAM|11
1	contig315799|SF3A1|8
8	contig315800|TWF1|6
7	contig315804|BMP7|6
4	contig315811|CDC5L|6
8	contig315813|TNFSF10|11
5	contig315815|MCRS1|3
3	contig315820|ANKRD13C|6
1	contig315827|MMP2|6
3	contig315828|ARHGAP31|12
7	contig315831|NCAPD2|11
4	contig315832|DPYS|11
11	contig315833|MOXD1|11
2	contig315836|C6orf106|11
1	contig315840|MAP3K1|6
6	contig315845|KDM4C|11
1	contig315850|PSMD1|8
4	contig315853|NPEPL1|9
5	contig315855|ARHGAP32|8
1	contig315856|HAUS6|11
2	contig315864|UBE2Q2|6
3	contig315882|KIAA1462|12
4	contig315887|THBS2|9
4	contig315889|GOPC|6
9	contig315890|CUEDC2|6
2	contig315894|CAT|3
5	contig315895|GPATCH3|6
5	contig315898|FRK|9
5	contig315901|CLU|11
2	contig315902|FAM115A|11
2	contig315904|ZNF524|11
3	contig315909|INPP5F|11
4	contig315911|CTCF|6
2	contig315912|CASQ2|6
2	contig315914|DGKZ|11
8	contig315919|AGTPBP1|11
1	contig315920|NOM1|11
5	contig315921|FAM114A1|11
3	contig315924|FBXL5|8
2	contig315928|DHRS11|6
1	contig315930|DLGAP5|11
4	contig315934|IQUB|11
2	contig315935|SEMA3D|8
6	contig315936|EYA2|11
5	contig315940|NUP98|11
2	contig315941|BCKDHA|11
4	contig315943|ITGBL1|8
9	contig315944|FAM108C1|12
4	contig315949|DDX19B|6
2	contig315950|NUP85|7
4	contig315956|SNIP1|11
1	contig315957|NUP107|7
3	contig315959|BIRC6|3
4	contig315962|CCPG1|11
4	contig315964|CLASP2|8
6	contig315969|TXLNA|9
7	contig315970|TTC7B|6
7	contig315971|RAD51AP1|8
6	contig315972|EXOC3|8
2	contig315976|DIS3|6
4	contig315978|METTL1|11
6	contig315981|LECT1|8
7	contig315982|SSFA2|9
2	contig315983|MFN2|3
3	contig315985|ERO1L|8
3	contig315987|LIN9|6
1	contig315990|LIPG|7
2	contig315991|SCYL3|11
6	contig315996|PRMT5|9
5	contig315998|RPAP2|11
4	contig315999|SSRP1|9
5	contig316006|C1orf52|11
5	contig316008|DFFB|11
6	contig316010|VCP|11
3	contig316012|MANBA|11
1	contig316013|PDE12|6
3	contig316016|GAL3ST2|6
2	contig316020|SLC25A13|3
3	contig316022|TXNIP|9
2	contig316025|NAGPA|6
9	contig316033|ACOX1|11
7	contig316034|DAPK1|8
6	contig316036|ABHD12|8
3	contig316037|HDAC4|9
8	contig316042|MED24|7
8	contig316045|UVSSA|11
6	contig316046|NCEH1|11
4	contig316051|NUAK2|11
3	contig316053|B3GNT2|6
2	contig316054|EXOC6|8
5	contig316058|ZFAND4|8
2	contig316059|CERS2|9
3	contig316068|DPP10|7
5	contig316069|PKN2|7
1	contig316075|STIM2|5
1	contig316080|TNK2|11
6	contig316088|BLMH|6
2	contig316089|TCF7L1|11
2	contig316090|SART1|6
2	contig316091|NLN|11
8	contig316092|PRPSAP1|11
1	contig316094|SLC41A2|7
3	contig316101|CENPF|11
6	contig316106|PNN|6
1	contig316107|MCM6|3
1	contig316108|EXTL3|8
2	contig316110|WEE1|11
3	contig316112|PCDH7|11
4	contig316114|HEATR7A|11
5	contig316116|IMPAD1|11
5	contig316119|ATRIP|11
4	contig316123|ST3GAL6|8
7	contig316124|E13A6|OPA
4	contig316128|ITM2A|6
3	contig316129|TMCC1|8
3	contig316133|ANO9|6
1	contig316135|GLTPD1|6
1	contig316136|NPLOC4|8
1	contig316137|SFMBT2|8
10	contig316141|CH25H|8
2	contig316147|TANC1|11
1	contig316149|NBAS|6
1	contig316153|CYP20A1|6
7	contig316155|C16orf48|6
4	contig316157|TMEM51|11
4	contig316159|ITFG1|6
3	contig316162|GPR125|6
7	contig316163|NCOA6|11
2	contig316176|TBCCD1|11
2	contig316181|DBNDD2|8
3	contig316182|TAT|11
2	contig316184|PTGES2|8
3	contig316190|GALNTL6|11
4	contig316197|ATG9A|6
11	contig316199|ARL11|11
6	contig316205|KCNK5|8
3	contig316207|EDEM1|6
5	contig316208|PIGT|7
8	contig316218|EPSTI1|11
3	contig316219|ALOX5|11
4	contig316228|TERF2|11
2	contig316231|BBS7|3
1	contig316234|NFKBIA|11
7	contig316238|EIF3D|6
4	contig316240|E11G11|OPA
7	contig316244|SPICE1|11
3	contig316245|SOGA1|11
3	contig316248|SPECC1|8
5	contig316253|METTL22|7
14	contig316255|SIK1|12
4	contig316256|A2M|11
3	contig316260|HS6ST1|11
2	contig316261|MED15|6
6	contig316263|GTPBP5|6
11	contig316276|F2R|11
4	contig316279|FAM208A|11
1	contig316286|SNX17|6
2	contig316290|MST4|3
10	contig316292|CDH3|9
3	contig316293|ARMC1|4
2	contig316294|NDOR1|6
4	contig316296|E7A6|OPA
1	contig316297|PHLPP1|11
3	contig316300|TEX10|11
1	contig316307|UCK2|3
1	contig316311|MKL2|11
2	contig316314|PHF20|11
5	contig316315|UBL7|7
6	contig316316|C10orf12|8
4	contig316319|NEK1|11
4	contig316322|PIGU|6
5	contig316323|KIAA0319L|6
4	contig316325|TMEM229B|8
4	contig316326|URB2|11
3	contig316332|HINT3|8
1	contig316345|SRC|6
2	contig316349|NTRK2|8
2	contig316350|GNL3L|11
4	contig316353|TMEM19|11
5	contig316355|MYPOP|8
2	contig316364|DYRK2|6
9	contig316370|TMEM68|6
2	contig316377|SULT1C2|7
2	contig316381|PSMD11|8
5	contig316383|HECTD1|8
5	contig316384|RAD18|11
3	contig316393|STXBP5|6
2	contig316394|WAC|7
6	contig316395|IFT80|6
1	contig316396|MED18|6
7	contig316397|GBF1|6
7	contig316398|RNF121|4
4	contig316404|STAMBP|8
5	contig316408|EML5|11
6	contig316411|USP36|11
1	contig316415|UNG|6
1	contig316420|VKORC1L1|11
2	contig316422|TSR1|6
11	contig316426|CANT1|6
4	contig316428|OCLN|6
6	contig316434|HEXIM1|11
2	contig316439|ACAD11|8
3	contig316441|DUSP11|8
4	contig316443|E6C6|OPA
1	contig316444|EFHC2|11
4	contig316445|7-Sep|3
7	contig316446|C2orf49|11
1	contig316450|STK38|6
1	contig316451|LCA5|12
3	contig316453|THADA|11
12	contig316455|E18A10.2|OPA
4	contig316458|SRP54|3
1	contig316464|CUL2|1
6	contig316466|ELF1|11
6	contig316472|CYP7B1|11
2	contig316474|RPP40|11
2	contig316478|CNOT7|6
8	contig316483|EIF2A|6
3	contig316485|GALNT4|6
4	contig316487|ADCYAP1R1|11
5	contig316491|RRP36|8
2	contig316492|CSNK1G3|2
3	contig316494|BLZF1|6
1	contig316498|LPHN3|8
1	contig316504|TEAD4|8
6	contig316509|CAMLG|11
8	contig316511|C17orf61|8
8	contig316513|FOXRED2|9
2	contig316520|MEX3C|11
5	contig316523|PPAP2B|6
2	contig316527|C5AR1|11
9	contig316530|CEP70|11
1	contig316531|SMARCAD1|6
8	contig316540|TSPAN2|11
2	contig316544|BICC1|11
1	contig316545|VPS53|6
4	contig316546|CCNE2|6
1	contig316548|TRAP1|4
1	contig316550|PHOSPHO2|11
1	contig316552|EPHA7|6
1	contig316553|GPN1|6
1	contig316554|FAM3A|6
1	contig316556|DHRS7C|11
1	contig316560|NRAP|8
1	contig316561|IGF2BP1|11
1	contig316562|EIF3A|6
2	contig316563|SYNE2|11
4	contig316568|ZNF217|11
1	contig316574|FAM19A2|8
3	contig316575|PTP4A3|8
6	contig316577|BTN1A1|11
2	contig316578|SEC23A|8
