"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"
"6624"	"contig336052|STC1|11"	6.57570095643252	8.46706343642018	385
"6626"	"contig336065|PRKACB|8"	8.13172486764749	9.45093614797709	233
"6627"	"contig336072|NAB1|8"	9.6765553245313	10.512035386738	176
"6629"	"contig336110|DCLK3|8"	10.4080451140138	12.0889235184578	327
"6631"	"contig336147|TTC1|6"	7.64641039159268	8.98289788596172	285
"6632"	"contig336156|BLM|11"	7.99376853634065	8.95101905854545	193
"6634"	"contig336331|EPM2A|11"	6.82984865062056	9.04392573076655	436
"6635"	"contig336347|GPR101|8"	6.99458062279537	8.41520786798309	310
"6636"	"contig336401|PHACTR2|6"	10.5342931124045	13.5047545990751	316
"6638"	"contig336459|BBS12|11"	8.97132167549842	10.5226722012385	299
"6639"	"contig336476|KIAA0101|8"	10.5323267216518	12.5033366737418	284
"6640"	"contig336499|DEPDC5|6"	4.38814011490237	5.014162276012	203
"6641"	"contig33653|SLC12A4|6"	9.43162121903955	11.2884772270691	339
"6642"	"contig336532|C2orf68|11"	7.03502624831139	8.78909596711673	294
"6643"	"contig336566|PSMD8|9"	10.5233601283562	12.2773392360578	310
"6644"	"contig336570|ZNF248|12"	8.75036727712751	9.49102397237491	155
"6645"	"contig336586|BRWD1|11"	11.7651651657011	12.4743519673782	154
"6646"	"contig336635|NIM1|11"	5.89306479111921	6.95990771857364	266
"6647"	"contig336674|SPTLC3|6"	13.768621919234	16.6844412387785	217
"6649"	"contig336772|CD38|11"	14.0531005923117	16.8243861104033	352
"6650"	"contig33678|TM9SF2|8"	8.3742981613228	8.74817072222927	380
"6651"	"contig336809|GPR171|8"	12.7997387211535	15.7710357512993	334
"6652"	"contig336830|C1orf194|12"	6.34741475711973	7.63922618093805	358
"6653"	"contig336847|E14E10|OPA"	13.4716850697875	17.1614745912646	394
"6655"	"contig336911|APOD|8"	12.5036391505865	15.0703400831147	362
"6657"	"contig337047|HAAO|11"	9.34081653651535	9.93474242395782	329
"6658"	"contig337104|KLHDC5|11"	4.20880036945408	5.939113403154	430
"6659"	"contig337131|PNRC1|6"	20.2385388328056	24.0719389853033	338
"6660"	"contig337169|AVPR1A|11"	14.1235893669502	16.2899101716075	333
"6661"	"contig337204|ST3GAL4|11"	5.03074534579674	5.185154035892	289
"6662"	"contig337262|HEBP1|11"	4.73960566653098	6.39618682637436	309
"6663"	"contig337302|SELT|11"	9.30312407484854	12.1609795798509	357
"6664"	"contig337323|LRRC3B|8"	5.49079764246854	7.49018593904018	378
"6665"	"contig337386|PCNP|6"	6.22943272266735	7.67787145518782	372
"6666"	"contig337391|FNBP4|6"	8.10400186986847	9.56363735108654	296
"6667"	"contig337397|TRPC4|8"	11.114663547105	13.1054890545496	303
"6669"	"contig337587|TMEM232|11"	6.68627993632052	7.39373590062509	249
"6670"	"contig337700|WDR59|11"	7.52502312419516	10.3462381742618	402
"6671"	"contig337747|SVOP|6"	10.1430068260177	12.4097044893156	317
"6672"	"contig33775|ATP6AP1|6"	6.74205493628855	7.86261923217852	260
"6673"	"contig337791|METTL5|6"	14.4728366393923	17.5304740743116	392
"6674"	"contig337918|ARHGEF10|4"	5.73632638207593	5.90402342848582	373
"6675"	"contig337940|C1orf172|8"	11.6287116697145	13.9438174725735	376
"6677"	"contig338048|NFX1|11"	6.60964269529492	8.52895529575927	373
"6683"	"contig338359|WDR67|6"	12.1973284225514	12.7410098935138	354
"6684"	"contig338389|TOX4|6"	8.20337837773241	9.16980555393382	291
"6685"	"contig338415|HSD17B11|8"	10.6401308644409	11.80514785381	223
"6686"	"contig338650|IQSEC1|6"	5.13928607245143	8.14956166360654	397
"6690"	"contig338866|ISCA1|6"	12.2517383247061	14.0504999209734	234
"6691"	"contig338943|JAKMIP2|6"	5.32534818953474	6.14243574362309	202
"6693"	"contig339164|C12orf44|11"	11.9314915452662	14.402860466076	342
"6694"	"contig339220|ITGB8|6"	9.56307220411184	11.6252716227738	402
"6695"	"contig339225|LMNB1|6"	5.07343488211786	5.77429223821727	227
"6696"	"contig339294|TULP3|12"	4.48307013199512	5.04918687053618	190
"6697"	"contig339348|SETD1A|11"	6.85178844757557	9.13486054382	373
"6698"	"contig339390|PTAFR|8"	6.6694994995537	8.25666382852618	311
"6699"	"contig339445|MED30|11"	7.47237078267683	8.23872439353855	212
"6701"	"contig339463|ADAMTSL2|3"	9.47400536533006	11.1793338860627	307
"6705"	"contig339969|C1orf201|11"	7.118088925354	7.79457763729127	181
"6706"	"contig340000|C11orf30|11"	10.2028495146275	11.5073929747404	275
"6707"	"contig340027|GTF3A|8"	14.2870873606211	17.4060373652127	331
"6708"	"contig340079|ITLN2|8"	7.23687674564894	7.88104940125346	288
"6710"	"contig340219|LRRIQ1|11"	5.57575439441901	5.87739055369127	369
"6711"	"contig340259|MYO5A|7"	6.74257757611	8.78565676253946	279
"6712"	"contig340265|SV2A|11"	7.43219658828224	9.11648146734527	259
"6714"	"contig340331|PALM2|8"	8.8306214257545	11.2010217291575	432
"6716"	"contig340400|ZCCHC14|8"	7.84314331115945	9.09866304174454	358
"6717"	"contig340496|UBE2J2|3"	5.14209351697718	6.41204401433146	359
"6718"	"contig340510|IGSF11|8"	5.99149500106127	8.31799821653436	339
"6720"	"contig340547|ZRSR2|3"	9.79509636002427	11.2211483477445	326
"6722"	"contig340641|SCRIB|11"	7.0916550074101	7.97613725423109	295
"6723"	"contig340754|WDR92|9"	6.98413546741317	7.15715084939255	218
"6724"	"contig340766|C21orf59|7"	9.82281706522564	11.2727373037689	221
"6725"	"contig340800|WDR73|8"	8.28718645475038	9.01574612844254	335
"6729"	"contig340896|QPRT|11"	5.47082353885589	7.18535509935951	325
"6731"	"contig340953|SNCG|7"	5.73793672555527	6.18539654196727	357
"6732"	"contig340972|CLSPN|6"	10.6869262471726	11.5569708911207	288
"6734"	"contig341013|ACSL6|7"	10.5957655662862	10.619075686302	171
"6736"	"contig341021|LIPT1|6"	5.07147836446843	5.47649206937382	230
"6740"	"contig341143|ZFAND1|8"	5.24720528355522	5.53527685910273	280
"6743"	"contig341170|TBC1D30|11"	4.53516150160098	5.02605952578691	166
"6744"	"contig341194|GADD45G|3"	11.4726986303087	13.8466524256096	392
"6745"	"contig341240|C15orf38|8"	6.70947671858305	7.72895293470438	210
"6746"	"contig341262|THAP5|11"	7.36105071968837	9.00718638623782	243
"6748"	"contig341416|GPT2|8"	6.55385502415235	7.12729238702309	153
"6752"	"contig341833|DNAJC17|11"	11.5945504074634	13.8077982758865	375
"6754"	"contig341855|TEF|8"	9.77992306045843	11.6986631815202	336
"6755"	"contig34189|CCT3|6"	16.6409420119417	21.0423736604996	396
"6756"	"contig341968|FOXG1|11"	11.8698229344373	13.3844958416135	227
"6759"	"contig342195|BRCA2|6"	8.61677921592476	9.68423742475	188
"6761"	"contig342282|LRRC27|11"	6.16260870270252	6.69638950974122	157
"6762"	"contig342372|OSCP1|6"	6.66967498815753	9.58017030498199	408
"6763"	"contig342424|DHCR24|3"	9.057680847009	10.159272494332	202
"6764"	"contig342440|CD226|12"	10.2214246086013	12.0906439567056	316
"6765"	"contig342449|FAM184B|11"	10.6959268741863	13.0280657537651	333
"6767"	"contig342490|BMP3|11"	5.82807759328056	7.75067052996603	376
"6768"	"contig342531|RNF113A|6"	135.316401910144	169.963822784042	449
"6769"	"contig342538|GTF3C6|7"	4.63909011838616	5.43879565297382	243
"6770"	"contig342620|C16orf80|8"	8.53806740409211	10.4780186597507	305
"6771"	"contig342632|SIAH2|11"	5.57854083855538	6.71396909100582	251
"6774"	"contig342714|ERP29|11"	13.3700301583073	15.4242562867178	334
"6775"	"contig342776|PDZD7|8"	4.75308807160048	6.41243122932873	374
"6776"	"contig342878|CEP104|6"	12.2568214035685	14.0529519107411	266
"6778"	"contig343084|CSRP2|6"	10.6389284604035	12.5435893585125	306
"6779"	"contig343126|FBF1|6"	4.94154248179649	5.51810801893	178
"6780"	"contig343150|OCIAD1|11"	9.78251159011562	10.1577233282053	279
"6781"	"contig343164|KCTD8|8"	8.67708914779636	10.5922538049775	315
"6783"	"contig34331|SDC1|6"	5.51073171152538	6.50745878132309	250
"6784"	"contig343333|ERCC6|11"	10.3002077589697	12.8092908491833	391
"6785"	"contig343334|RNF7|6"	8.96503195013999	10.3714106793373	282
"6786"	"contig343402|NTS|8"	11.540301058207	14.2221260115785	316
"6789"	"contig343574|C1orf192|11"	8.0216167924677	10.0925226147335	378
"6790"	"contig343610|PCIF1|6"	7.4891576065502	8.29877380264345	157
"6791"	"contig343645|CLCN7|8"	9.62450651973211	10.1470018985465	371
"6793"	"contig343781|AIG1|11"	9.8271792565397	12.3145683972658	421
"6794"	"contig343816|ZEB1|8"	10.832227370196	12.5116927716365	200
"6797"	"contig343915|SSH1|11"	7.8461245138762	8.58023383815582	178
"6798"	"contig343920|UCHL1|11"	13.8926157365416	17.7887840963956	271
"6799"	"contig343963|POMT2|6"	8.84356416074068	10.6787021541689	394
"6800"	"contig343976|RPA3|8"	10.0142602733088	11.3084252771115	213
"6801"	"contig344031|UPB1|9"	4.89602874957524	5.79887169444618	232
"6802"	"contig344040|FAM207A|11"	8.66437534820442	9.83560668904854	316
"6804"	"contig344051|SRGN|11"	4.93837621558809	5.61546923594073	200
"6805"	"contig344113|LIPT2|11"	20.347533547377	24.8414867546044	330
"6807"	"contig344288|ABL1|11"	5.49656210710143	6.69991388339164	305
"6809"	"contig344343|MAK|6"	10.1275643683187	11.8679796941242	413
"6811"	"contig344466|FAM160A2|6"	8.90730277212166	10.6978673252442	363
"6815"	"contig344522|RBM8A|6"	16.9124626552566	19.693624292442	303
"6816"	"contig344566|FRRS1L|6"	12.6697524951163	14.8374082588135	307
"6817"	"contig344574|FAM180A|8"	9.93313571950219	12.6430565045831	330
"6819"	"contig344666|C10orf107|11"	9.95716491710303	11.0766278563209	350
"6821"	"contig344772|AFAP1|6"	7.46569411744129	9.1468107743	348
"6822"	"contig344777|STARD7|11"	6.18558040340475	6.2924134750515	344
"6825"	"contig344987|LGALS3|8"	7.7924452016539	9.76464218479345	365
"6826"	"contig344997|SAMD13|6"	12.5280661968853	14.9293600220291	345
"6828"	"contig345155|PHC3|11"	20.3959887179605	23.4777105262598	241
"6829"	"contig345189|CHM|11"	8.63300678444438	10.6363449012005	379
"6830"	"contig345301|RGS12|12"	11.3421524555227	13.3727868673645	389
"6832"	"contig345475|SFRP2|8"	11.2198660920474	13.4988689451111	343
"6833"	"contig345583|DGCR6L|11"	4.59843030521236	6.60580074105418	281
"6834"	"contig345632|NUP37|6"	11.3548751825647	17.1098617284512	311
"6835"	"contig345893|LY75-CD302|11"	10.6084708230794	12.7009489833005	389
"6836"	"contig345969|PNO1|6"	8.46530614765659	10.3558949632486	335
"6837"	"contig345995|OCRL|4"	8.76692397190423	8.96701530869582	226
"6839"	"contig346145|MOSPD1|11"	16.8495822246081	21.5579251310024	354
"6840"	"contig346186|IMMP1L|3"	4.95004320354857	5.00603260864589	195
"6841"	"contig346193|XDH|8"	8.70130943052257	10.7934997058625	337
"6844"	"contig346319|TERT|8"	10.6186277619074	12.059995014322	353
"6846"	"contig346507|SMG9|8"	9.77923077036217	11.7256063257635	350
"6847"	"contig346593|FAM116A|6"	8.03627878033245	8.41499773835727	431
"6849"	"contig346681|NSMCE2|11"	10.7344281245269	13.6162294777555	315
"6851"	"contig346717|BCDIN3D|6"	8.59899275595055	10.3853139641855	307
"6852"	"contig346776|BET1L|6"	13.0764965429962	15.7683555351775	391
"6853"	"contig346863|CCDC41|9"	5.37651508522428	5.77508546537564	226
"6854"	"contig346884|ZNF71|8"	8.77925554596034	11.1508227852858	365
"6855"	"contig347011|C4orf22|11"	6.66082066330532	8.65624432624654	381
"6856"	"contig347043|CCDC65|11"	6.48781735993287	8.27278075243873	449
"6860"	"contig347448|EOMES|8"	7.30102910524548	8.72338895413745	333
"6863"	"contig347590|ZFYVE28|8"	7.40599600681131	8.63190774090182	246
"6865"	"contig347623|ACER2|6"	4.64480806925056	5.27460937991055	178
"6866"	"contig347756|TEKT4|11"	25.9476846644946	33.69190410275	397
"6869"	"contig347862|WIF1|8"	7.4037123393509	9.13497795009982	396
"6870"	"contig347889|TRMT61A|8"	5.45467311309952	6.026109180606	188
"6871"	"contig347897|C7orf63|11"	9.66120659349295	9.75649142380643	190
"6873"	"contig348210|NGRN|11"	8.1089153001056	10.8140316722755	281
"6874"	"contig348547|PRSS12|8"	10.3630914269811	12.2928967955075	332
"6875"	"contig348557|GNPDA2|6"	6.61937504905455	7.40551067260655	181
"6876"	"contig348569|RBP1|6"	7.48611170136862	9.10443403453564	286
"6877"	"contig348616|VSTM4|6"	4.02768579550031	5.15092213688836	337
"6878"	"contig348660|ATP13A5|8"	6.53277004628489	7.17904565857291	284
"6879"	"contig348803|FAM213B|11"	5.97942956349936	7.78265821236527	256
"6881"	"contig349010|CDK2AP1|8"	11.0017339525811	13.3216038703282	340
"6883"	"contig349065|NME5|8"	13.2805695198687	16.1579664618527	424
"6886"	"contig349237|CCDC147|6"	9.18508168689894	11.1540014982096	277
"6887"	"contig349254|POLH|12"	5.1016061424674	7.33706265696218	380
"6888"	"contig349442|FLT1|6"	4.21874932184202	5.09534816174418	333
"6889"	"contig349459|CENPA|11"	6.14093927363496	10.2000296745215	370
"6891"	"contig349682|DACT2|11"	6.05971644295215	7.65864505612345	342
"6895"	"contig350012|FGF3|11"	12.0144669613061	14.3032019521847	388
"6896"	"contig350045|RTTN|11"	10.7469094118732	12.6915994832915	193
"6897"	"contig350047|GLYATL2|11"	4.99985606555105	5.69194057915382	348
"6900"	"contig350287|DNAH9|6"	3.96403636232211	5.33778806065415	387
"6901"	"contig350335|C20orf195|9"	3.93345486286825	5.01906701354982	276
"6903"	"contig350467|KIAA1161|8"	4.70923120765346	5.46033595849709	251
"6904"	"contig350500|HN1|11"	7.96063400233045	11.2224870151069	349
"6906"	"contig350575|C20orf24|1"	10.2529755304165	10.3512777038436	175
"6908"	"contig350828|ALKBH7|8"	8.19512010335343	10.618572057048	433
"6909"	"contig350877|RNASEH1|6"	15.7356749575236	19.0625035295509	245
"6910"	"contig350914|PCDHGA3|11"	41.5813804650151	50.3752002106044	305
"6911"	"contig351001|SLC10A4|8"	7.21068698249431	9.03919462028509	357
"6912"	"contig351068|CHCHD4|6"	13.87022985353	17.2440894650895	409
"6913"	"contig351177|TOMM20|6"	15.7766172487183	19.2350077703021	339
"6915"	"contig351484|FAM3B|8"	5.44519313633662	5.86723633307709	370
"6917"	"contig351547|SLCO1C1|8"	4.69180744919946	5.16997880005709	291
"6919"	"contig351737|RHBDF2|6"	16.7482838162064	21.0445978673072	415
"6920"	"contig351795|SLC45A1|6"	6.22951151389025	7.65535520480291	304
"6921"	"contig351889|NSMCE4A|11"	10.2710324481579	11.4160141140585	423
"6924"	"contig352089|TYR|11"	12.5196152351285	15.8904646521949	411
"6925"	"contig352140|CCDC157|6"	7.42309270360111	8.76654706674	246
"6928"	"contig352386|FOLH1|6"	7.14674861764284	7.92227842451563	290
"6929"	"contig352432|URGCP|8"	13.053581080094	14.9584015571104	248
"6931"	"contig352600|LYRM2|11"	7.49049905461893	8.95785426569036	266
"6932"	"contig352615|ENC1|8"	5.50897546268766	6.39614380211109	224
"6933"	"contig352630|DCTPP1|12"	6.95089052473262	7.33402649391473	336
"6935"	"contig352728|TCEB2|9"	4.92502130274842	5.32505061454164	357
"6938"	"contig352838|BTC|8"	15.460869928957	18.2418987903239	323
"6941"	"contig353120|CFL2|8"	4.81737626202715	6.22937879303964	306
"6943"	"contig353166|TMEM47|6"	9.20398363444042	10.7944885181878	332
"6944"	"contig353194|IER3IP1|3"	10.1253189100725	11.7107427689862	291
"6945"	"contig353253|SF3B5|11"	5.90846684636802	7.08029921561727	257
"6946"	"contig353265|MALT1|12"	7.67892361688822	10.9124896224334	440
"6947"	"contig353368|RERE|6"	13.5626303979823	15.830304150396	309
"6948"	"contig353674|TAGLN3|11"	11.1388641471826	12.3444472413673	179
"6950"	"contig353978|ATP6V1F|7"	8.51920172328564	9.51597313113655	212
"6951"	"contig353998|EXOC6B|8"	8.07817381776215	8.53446706978254	357
"6953"	"contig354203|LRRC17|11"	8.08846616027294	10.8256484311644	440
"6954"	"contig354358|HIST1H1B|8"	193.91913309788	239.90506025476	394
"6956"	"contig354592|HOXA4|11"	6.98803102523118	8.51425897071618	250
"6957"	"contig354666|SH3BP4|8"	4.27180795188812	5.29348480945709	387
"6959"	"contig35479|VAT1L|6"	11.4649211841676	13.6276339033569	338
"6960"	"contig354814|ALDH1B1|8"	8.6618676299208	10.4443416719991	323
"6961"	"contig354903|PRKACA|11"	5.01169992958701	5.59555314598311	161
"6963"	"contig355262|MSLN|11"	11.112590310723	13.8985577069224	445
"6964"	"contig355377|USP42|6"	6.18816308313697	7.51844960494442	272
"6967"	"contig355864|DGKB|6"	11.4195547907444	12.0509170384378	184
"6968"	"contig355927|CSNK2B|3"	5.81882357607252	8.23367074338908	348
"6973"	"contig356667|SSTR1|6"	7.80932649502165	9.56166156448054	215
"6974"	"contig356828|BMI1|8"	13.1582755982867	15.4142816573616	314
"6975"	"contig356947|VIPR1|6"	10.326004019046	12.3554388155025	274
"6978"	"contig357332|SLC26A2|8"	4.32807499847348	5.57558738536146	338
"6979"	"contig357523|CSTF2|3"	5.06764784101127	5.61833724503291	363
"6980"	"contig35758|PAPOLA|6"	12.0253045191977	13.853664251582	286
"6982"	"contig357678|SERTAD2|8"	7.58395894654124	8.71352940246527	289
"6984"	"contig357833|NMBR|11"	5.24669519949076	5.62301792849522	231
"6985"	"contig358161|C9orf69|6"	14.2560056495184	19.3659713982816	417
"6987"	"contig358368|WSCD2|6"	12.0032134815137	14.4991151549784	348
"6988"	"contig358383|NR0B2|11"	6.21753814580494	7.960442819516	360
"6989"	"contig358397|CD99L2|8"	7.04915172031623	8.55927634112491	265
"6990"	"contig358435|ZBTB2|6"	11.5834947358209	14.2871944830642	340
"6991"	"contig358533|DHX58|6"	4.26415128882749	5.3116664636865	336
"6994"	"contig358888|SNRPC|1"	6.30180161065338	7.67233511755855	319
"6996"	"contig359097|PTRH1|12"	5.95425120784765	7.74141958827673	384
"6997"	"contig359221|OPN5|6"	7.16006440064678	9.51271330085387	335
"7000"	"contig359321|CWC25|8"	6.61771717096744	7.61094699781509	233
"7001"	"contig359393|MSH3|8"	12.067940614941	14.6764262438575	412
"7002"	"contig359406|PYGO1|12"	7.90043061992566	9.360424523932	326
"7006"	"contig359783|DERL2|6"	8.36016426200865	11.2832978260651	448
"7007"	"contig359808|CKS2|2"	31.1498560528933	34.3668309671311	255
"7008"	"contig360372|GPR98|8"	13.4959522390787	15.7249660739865	316
"7009"	"contig360396|MBD1|12"	6.0689075695227	7.73808595382946	383
"7010"	"contig360402|RCVRN|6"	7.71731717396787	9.63485142142654	382
"7012"	"contig360642|NTNG2|11"	4.51250565927931	5.91660498868909	347
"7013"	"contig360666|PDYN|8"	3.89570504753687	5.11966583082455	381
"7014"	"contig360763|DCDC1|11"	8.04953064468386	8.88789687602272	191
"7017"	"contig360936|RFESD|7"	12.6790436460794	18.8457455823507	366
"7018"	"contig361003|GH1|11"	4.50606484612539	5.15144454424	390
"7021"	"contig361416|RPS19BP1|8"	9.11852402416667	10.6181875443302	282
"7022"	"contig361700|DNAJC24|3"	6.95114684523693	7.99999434523127	293
"7025"	"contig362029|EGFLAM|7"	4.78126133680045	6.68028475356655	409
"7027"	"contig362367|MTMR7|6"	10.1541537295503	10.9917792048184	178
"7028"	"contig36240|MAP4|11"	5.7786653802388	6.93487850972437	321
"7029"	"contig362454|ANKRD60|12"	7.4164415315016	9.84754864682096	293
"7030"	"contig362509|RIMS2|6"	7.49346947664636	8.59085081419182	231
"7031"	"contig362670|TTLL2|11"	6.51393083291412	7.84415001181382	340
"7034"	"contig363282|SELRC1|11"	10.3688617991955	12.8437871771898	422
"7035"	"contig363367|ATP5F1|12"	7.71922162565382	8.51486608046382	178
"7036"	"contig363470|CLIP3|7"	7.14095315065539	7.63465750401055	394
"7037"	"contig363595|BRWD3|8"	10.3507392573903	12.8835141002425	278
"7038"	"contig363635|SAMD15|11"	10.5900649894781	14.398452364826	216
"7041"	"contig364342|COL7A1|11"	5.94886478605155	6.61534855842527	176
"7043"	"contig364479|H1FOO|8"	6.36695485990545	7.49843962889963	387
"7044"	"contig364538|ITGB1BP3|6"	7.69466094471039	8.34478941838745	405
"7045"	"contig364608|CRYBB3|12"	6.84649326056547	8.21822077879964	334
"7048"	"contig364838|KCNG3|6"	7.88764451774487	9.57509688093672	373
"7052"	"contig365704|SCRG1|11"	367.96741464931	418.535757609934	298
"7053"	"contig365793|GYLTL1B|11"	16.8530616345065	19.5017381230669	395
"7055"	"contig365850|FAM57A|11"	9.71154215184785	11.9906649613578	269
"7056"	"contig365896|LHX8|6"	4.85349843352312	5.433194215726	184
"7058"	"contig366019|MAP4K3|3"	8.37017744001491	9.32696527812582	336
"7059"	"contig366070|N6AMT2|8"	11.9784928455241	14.9003850846593	369
"7062"	"contig366609|KAT2B|3"	7.02137546010919	7.83238054175782	269
"7063"	"contig366713|TMEM50A|6"	13.4264417073734	16.1575588430555	416
"7064"	"contig366861|GATSL2|6"	6.36999518058794	7.49347769042346	377
"7065"	"contig367068|PROP1|11"	3.81045695153292	5.22425755352109	394
"7066"	"contig367172|EEF2K|6"	6.67689636405048	7.37966839587818	295
"7067"	"contig367445|NME4|8"	4.49074554546354	5.47710138788727	299
"7068"	"contig367488|ANAPC7|4"	4.73989915793756	5.20382836675546	409
"7069"	"contig367641|MTMR10|6"	8.45691086100743	9.26395607439982	181
"7070"	"contig368057|DPT|6"	13.4095441864893	16.5320433548318	357
"7072"	"contig368397|FKBP7|6"	6.09947810695277	8.66407897331636	416
"7073"	"contig368458|TOMM22|8"	5.67775066640544	6.502812411218	326
"7074"	"contig368537|TMEM203|11"	11.0987822843471	14.0089981217062	408
"7075"	"contig368768|HS3ST3B1|8"	6.48723275989	7.65665391473055	220
"7076"	"contig368832|TATDN3|11"	9.4597535697449	10.2681350327709	450
"7077"	"contig368882|SLC16A3|6"	8.7248993769616	10.4211929605282	285
"7079"	"contig369043|CALCB|11"	13.5829260021586	15.5503313053493	302
"7080"	"contig369554|GPR183|11"	10.1854472376934	12.7696535183425	357
"7082"	"contig369778|GYPC|11"	12.6009927969631	15.035878472404	342
"7084"	"contig370335|TMEM117|6"	7.96591326229157	9.49735384138709	247
"7085"	"contig370546|MRPL17|6"	7.42027228746532	8.92419053360483	387
"7086"	"contig370723|EPG5|9"	6.33297311659966	6.91625850816109	162
"7087"	"contig370755|BAP1|6"	10.6100199013292	12.2468137673035	302
"7088"	"contig370768|THYN1|8"	6.52967326023793	7.56229355175382	361
"7089"	"contig370921|METTL20|9"	6.54809478909868	9.08585970996	323
"7090"	"contig371081|PSMA6|11"	11.1474253497742	12.9630644771856	301
"7094"	"contig371673|GALT|8"	8.2098338726568	8.60522109902624	251
"7096"	"contig37208|E7G2|OPA"	10.258913791487	12.0572691952424	280
"7097"	"contig372338|FAM104A|11"	12.8984450158254	15.9274534007431	416
"7099"	"contig373378|C17orf105|11"	6.44722628871065	8.48506590043436	414
"7101"	"contig37397|USPL1|11"	8.66997190542786	10.371084837884	280
"7103"	"contig374137|AGXT2L1|6"	5.15693609553159	5.65999232378073	234
"7104"	"contig374455|GNG13|8"	12.0046548389811	14.6732694818004	401
"7106"	"contig374912|ASB7|6"	3.8598323660052	5.218483481914	332
"7108"	"contig375109|DENND4C|12"	10.4247587488373	12.0980342426787	290
"7110"	"contig375152|CD300A|11"	36.9826030888044	45.1054985564165	276
"7111"	"contig375177|PTCH1|8"	5.89979508154712	7.20703359723563	305
"7112"	"contig375300|TBXAS1|11"	6.16581804085378	7.13129615103055	238
"7114"	"contig375760|ALK|11"	9.76782672208333	11.2043181532998	276
"7118"	"contig376456|NKIRAS2|8"	5.49645178263117	6.69716339448541	238
"7121"	"contig377359|FRG1|5"	8.39054939107903	8.64437123596927	233
"7122"	"contig377644|CRTC3|7"	7.60773749021886	9.45146676593127	294
"7125"	"contig378039|PLCG2|7"	7.74547421786179	7.89188935085473	207
"7127"	"contig378188|IGJ|8"	7.18394838702095	9.81674610277546	395
"7128"	"contig378486|SPOCK1|11"	9.56904421834075	11.5135077899662	288
"7129"	"contig378729|TAF4|8"	10.675877942126	13.0899624305391	311
"7130"	"contig379007|JAK3|11"	4.28496019138103	5.17776554267509	230
"7133"	"contig379564|E2F7|8"	4.4747096499662	5.01654458766018	170
"7135"	"contig380217|RPS5|6"	5.17977589016807	6.61624169339782	207
"7137"	"contig380607|RPP21|8"	4.83930017909114	5.70722503946054	238
"7139"	"contig381084|TMEM80|12"	10.7835077265898	13.588635841628	450
"7141"	"contig381482|POLR2G|8"	5.74559554562357	7.17896050082236	278
"7143"	"contig381838|C3orf55|6"	10.6412120112747	13.0781968836745	389
"7144"	"contig381861|PSMB2|11"	6.12518145026497	7.19803812994525	218
"7146"	"contig381959|FAM149B1|12"	6.26846219403622	6.48098792672812	213
"7147"	"contig382213|CCDC135|6"	6.72431057558075	8.15393720106437	233
"7148"	"contig382272|C12orf73|6"	17.8129019349103	21.8598677133858	301
"7149"	"contig382351|C22orf40|6"	11.5032143153185	13.7688471579084	340
"7150"	"contig382732|GINS1|3"	13.4374241919566	18.5995256420733	307
"7152"	"contig383421|TRIM36|8"	12.6179344054478	13.2886729487913	162
"7153"	"contig38351|KIAA1109|7"	10.1352476453352	12.0080459176804	397
"7154"	"contig38384|ECE1|3"	12.9622696990968	15.0617170400328	369
"7156"	"contig38430|BCCIP|9"	6.65038949807338	7.25580327742418	168
"7157"	"contig384361|PURB|6"	7.75917323402736	9.06764761874545	241
"7158"	"contig384541|C9orf116|11"	33.3006455528823	37.6060727103238	339
"7161"	"contig385213|C4orf32|8"	11.2129196385306	12.6584990812649	240
"7162"	"contig385287|FNDC3A|8"	7.34720188754482	9.53891298226834	314
"7163"	"contig385335|LZTS2|8"	9.12791104627964	11.1513339867447	349
"7164"	"contig385744|RGCC|6"	10.6644509111672	14.7133391845442	356
"7165"	"contig386049|MPV17|11"	7.01644716060836	10.1137222468414	238
"7166"	"contig386847|DBF4|9"	16.918459057028	19.2754816456131	400
"7168"	"contig386972|VMO1|6"	8.75382302702184	10.0240231801427	437
"7169"	"contig387357|ADORA1|11"	8.64463023786808	10.0112151234844	270
"7170"	"contig387674|C1QL2|6"	5.70384960873916	7.79184057252054	429
"7171"	"contig387709|MTHFS|11"	5.65366842879427	6.76779694799	200
"7174"	"contig388643|FNIP2|6"	6.72798658213017	7.63653662515182	203
"7175"	"contig388944|C20orf26|6"	9.00264114627173	9.39265135591382	185
"7176"	"contig389728|ZDHHC18|8"	5.61662579065441	5.88868316075886	277
"7178"	"contig390054|ROR1|6"	5.97489573335046	7.00595346522364	287
"7179"	"contig390350|MAML2|12"	9.08018950785889	11.0150952047233	322
"7181"	"contig390862|RUNDC2A|8"	11.8989700379724	13.1273869243471	236
"7182"	"contig390884|MYF5|8"	9.41508681158405	12.1405203699745	310
"7183"	"contig390893|GPR174|6"	9.68865902518775	12.2395573191847	429
"7184"	"contig391213|KIF18A|8"	6.47800272407782	7.06584889611127	168
"7187"	"contig391736|VPRBP|8"	5.1414226191293	5.74760611518673	170
"7191"	"contig392282|PKHD1L1|11"	7.24969683307602	8.42558544477491	233
"7193"	"contig392794|FAM196B|6"	9.99780530082616	11.2691692485645	313
"7195"	"contig393726|FRYL|3"	5.75662979400371	6.18522149693091	420
"7196"	"contig393844|NMB|11"	6.18290761179118	7.53944039413073	202
"7197"	"contig394059|NHP2|11"	8.46181716000689	11.2507923700043	335
