"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"	"informativeSNPs"
"4903"	"contig322666|C15orf58|8"	7.19341364217286	9.05733147505	337	1
"4904"	"contig322667|MNS1|6"	6.85310171381515	7.95837920796091	250	4
"4906"	"contig322684|RIOK2|11"	5.1601617404798	6.49251898082378	337	6
"4907"	"contig322692|CCDC92|12"	8.30590556577156	11.2961159169288	429	5
"4909"	"contig322699|B3GAT3|6"	7.09607264952434	8.12177624927745	252	4
"4910"	"contig322707|RGS13|11"	14.8640914174777	17.2895338151726	347	8
"4911"	"contig322720|HPRT1|6"	14.0549427081228	16.6859314127218	420	2
"4912"	"contig322721|TPST2|6"	8.46076966441935	10.1931356145124	266	3
"4914"	"contig322739|PPP2CB|11"	15.5404772889597	17.7286188112335	285	2
"4915"	"contig322744|ARHGEF25|11"	10.0521727681589	11.8335282072165	325	9
"4916"	"contig322764|SLC2A11|8"	10.0824926752711	11.322036062084	210	2
"4917"	"contig322768|PIH1D2|8"	8.69605407713568	10.1155393200262	295	4
"4918"	"contig322778|CHST12|11"	9.07539011870056	10.6253964638189	309	2
"4919"	"contig322780|TXNDC12|6"	10.7284125409853	12.4767425805867	319	6
"4920"	"contig322800|P2RY12|8"	6.43971480730077	7.92275238360546	295	9
"4922"	"contig322817|NAPG|3"	9.20014205612421	10.8150743482055	317	8
"4923"	"contig322820|TBC1D20|11"	9.65100802679513	11.7084839606744	362	5
"4925"	"contig322827|SEL1L3|11"	11.6747270786585	13.9778975867696	297	2
"4926"	"contig322835|ACSS1|8"	5.1277837245942	6.93675688591055	258	6
"4928"	"contig322856|ARRDC3|6"	6.10021403495503	7.23805544387636	279	3
"4929"	"contig322862|PECR|7"	13.4632662777471	14.6815942259487	386	3
"4930"	"contig322870|SLC9A5|8"	6.42672928350201	6.98718370873963	174	2
"4931"	"contig322875|FBXO5|11"	8.97861204700376	10.5722724496687	284	6
"4933"	"contig322909|RG9MTD1|8"	7.18204783559727	8.62136962798891	220	1
"4935"	"contig322911|SNX5|3"	11.7683522555948	14.2016042520009	345	4
"4937"	"contig322929|FAM46C|6"	9.15604402690185	10.6633292733095	289	1
"4938"	"contig322953|ASIC2|6"	8.36365424394266	11.4223444807475	409	2
"4940"	"contig322980|COL9A1|6"	10.908109825063	13.174319560728	362	7
"4941"	"contig322999|TNIP3|8"	6.68716439055193	7.02269640919509	377	1
"4942"	"contig323008|TMEM108|12"	4.47956969634031	5.73888330683691	311	7
"4943"	"contig323019|RPS6KC1|11"	4.62023560486528	5.08273276355182	166	5
"4944"	"contig323021|C3|7"	7.13031879045157	7.17966867901527	243	2
"4945"	"contig323027|LRRC46|11"	5.99954879780891	7.90620524931502	339	1
"4946"	"contig323031|MYO16|11"	8.24053711518821	9.589859096572	236	3
"4947"	"contig323033|PTPN4|9"	4.76288671861803	5.86094518532661	249	2
"4948"	"contig323046|CCDC11|11"	13.2616556506122	15.6565377448587	311	6
"4949"	"contig323067|PSAT1|8"	18.5170952358492	22.5617160535649	345	5
"4952"	"contig323108|DALRD3|11"	8.52646056518004	10.908692906876	393	4
"4953"	"contig323122|PEF1|8"	15.8585747410031	17.8954928869524	233	1
"4954"	"contig323155|TM6SF1|8"	7.16538316901217	8.29112062245018	345	3
"4955"	"contig323167|MTERF|8"	11.4639810473309	13.592136134054	341	4
"4956"	"contig323175|STX17|12"	13.5702487971236	15.2098499036885	261	8
"4957"	"contig323180|TCTE1|9"	7.83215897558267	8.89754435690455	257	2
"4958"	"contig323183|AZI1|6"	5.72958813485838	7.09001255763352	318	3
"4959"	"contig323184|BHLHE41|11"	10.048165818895	12.1411314830843	292	6
"4960"	"contig323190|C19orf25|11"	6.8586751424403	7.82411065014309	236	2
"4961"	"contig323197|CD5L|8"	7.51210914927164	9.74330056951673	247	4
"4962"	"contig323201|SARDH|6"	6.46303894426896	7.79483485473673	351	9
"4963"	"contig323213|ATP5J2|8"	4.98152006773437	6.16714380103146	349	2
"4964"	"contig323217|RFXANK|6"	6.87742908424749	9.00279502505945	366	7
"4965"	"contig323230|PSMD9|11"	6.46425304405562	7.51026118516291	206	7
"4966"	"contig323231|HTRA1|11"	4.01362845744038	5.185811632082	276	4
"4967"	"contig323247|ZADH2|11"	6.2885796089766	7.38414205372963	296	2
"4968"	"contig323258|RRP7A|11"	6.93974205000654	8.90521866314782	268	10
"4969"	"contig323274|NMNAT2|8"	9.24602844769793	11.1151576213593	336	4
"4970"	"contig323282|UBE3D|11"	4.89140789916364	5.61487674586091	407	2
"4973"	"contig323305|WDR18|11"	7.70809242024446	9.74610879228454	439	7
"4974"	"contig323307|ADSL|6"	9.1134574155985	10.0765013569655	410	1
"4975"	"contig323322|ABHD2|6"	5.82890378901882	5.979139745964	270	1
"4976"	"contig323326|ATR|6"	12.4750021076761	15.1750575270785	411	4
"4977"	"contig323327|NQO1|9"	12.2444728985873	14.6741632773562	350	5
"4978"	"contig323344|CCDC34|12"	10.4787006185903	13.4829245320333	340	7
"4980"	"contig323385|CHRNB1|11"	5.92022042910972	7.57675081081055	317	8
"4981"	"contig323394|COQ6|11"	9.93024077088462	12.3153804080671	298	5
"4983"	"contig323416|TMEM120B|3"	9.45337240015835	10.3687280320989	179	1
"4984"	"contig323425|PLIN2|11"	20.9906612527767	23.6356703042525	321	6
"4985"	"contig323431|EVC2|11"	7.94493104316471	8.182718348244	221	3
"4986"	"contig323434|ZMYND19|11"	14.0828620706007	16.3007983460753	244	5
"4987"	"contig323459|SLC25A27|6"	8.60088676463416	9.46302076398509	190	3
"4988"	"contig323472|UBE2W|2"	12.2689646751468	14.4436129513969	334	2
"4990"	"contig323500|SNX24|6"	13.0673258276424	16.4466701677089	348	1
"4991"	"contig323517|GTDC1|8"	11.0788444757047	13.0500995283544	323	6
"4992"	"contig323520|NFE2|12"	13.5195000591511	17.5541129299626	448	3
"4993"	"contig323527|BICD1|11"	5.66030975285945	6.46879597626763	189	1
"4994"	"contig323531|TTC29|11"	4.91308987844694	5.52350989833382	220	2
"4995"	"contig323557|WDR7|9"	12.571238823994	15.0144069100595	346	7
"4996"	"contig323563|DDC|6"	6.24285098270739	7.31290300977964	347	2
"4997"	"contig323573|DMGDH|8"	8.9446065258328	10.63579158532	281	8
"4998"	"contig323583|TBX5|8"	4.29645321608438	5.17544897163709	258	2
"5000"	"contig323593|RAB5B|6"	13.5713602873909	16.1093709392882	362	6
"5001"	"contig323594|SGCZ|8"	8.84199710812836	8.85801751575728	177	4
"5002"	"contig323621|LIN7C|6"	16.7609357885919	19.9802338506781	373	3
"5003"	"contig323664|TYK2|6"	5.77605205988182	6.62742329211527	193	5
"5004"	"contig323673|L3MBTL1|11"	4.71374815423167	5.81451288089073	208	4
"5005"	"contig323680|NXN|7"	8.4095373454847	9.77540276886982	252	3
"5006"	"contig323692|NSUN6|11"	7.9958961677249	9.144527409818	245	4
"5007"	"contig323704|CCDC126|12"	11.6592082474132	12.8530172158527	268	3
"5008"	"contig323716|PDE1C|6"	6.93003167427731	8.020764520184	232	2
"5009"	"contig323717|ELFN1|11"	4.14991191885761	6.30760135534455	285	2
"5010"	"contig323741|CDH17|10"	7.42321470890407	8.60918451670309	228	3
"5011"	"contig323748|TLR8|11"	7.97019731144309	9.40091939041618	273	1
"5012"	"contig323751|KIAA1731|11"	11.5474639442947	14.887769305126	348	8
"5013"	"contig323754|PQBP1|11"	5.67251474485455	6.62546962352055	223	4
"5014"	"contig323770|GPR22|8"	10.9826268031543	13.5801142376505	392	7
"5015"	"contig323775|C12orf66|11"	11.0519561482227	13.7300877786467	375	1
"5016"	"contig323798|CLDN24|11"	8.78811776173194	10.0356210024636	229	4
"5018"	"contig323840|SHROOM2|8"	9.3446868948616	11.5152747224913	362	5
"5020"	"contig323850|S1PR3|8"	11.8121482180087	14.8416000671824	377	6
"5021"	"contig323857|LOC285141|11"	11.1767159389294	12.1564247638817	273	4
"5022"	"contig323861|IDS|11"	8.373292279884	9.63736641372818	229	3
"5024"	"contig323871|CYP39A1|9"	10.3853194640893	12.3897459028331	387	3
"5025"	"contig323873|MED17|6"	12.034776766713	14.2652538130227	357	4
"5027"	"contig323901|BCOR|12"	4.5879014854317	5.70818625283491	265	2
"5028"	"contig323902|TMEM74|11"	14.9273035960822	17.3233527202493	386	5
"5029"	"contig323911|SUMF2|11"	10.3124401631325	12.9221596813104	328	5
"5030"	"contig323918|GRHPR|7"	8.84024171062491	10.0897412325325	268	4
"5031"	"contig323920|BTBD17|11"	3.98955247804414	5.35170543234346	285	1
"5032"	"contig323922|INMT|11"	30.9340109228435	37.0929406863764	402	5
"5033"	"contig323926|NENF|6"	11.0709912115631	13.2786755380207	308	4
"5035"	"contig323955|OSR1|6"	8.75532383128347	10.5012644365898	248	1
"5036"	"contig323963|VTA1|7"	8.33016307705333	10.3652812725564	329	2
"5037"	"contig323984|CMYA5|12"	5.62091682231049	7.517460829638	350	5
"5038"	"contig323990|GCNT4|8"	8.79089804970909	10.4285093599442	316	4
"5039"	"contig323992|BORA|6"	6.80619256323654	8.20189708774945	307	5
"5040"	"contig323999|EIF3I|3"	6.92985746248329	8.82015497426891	324	2
"5041"	"contig324009|PAFAH2|11"	5.17718052719542	6.40595830362982	287	10
"5042"	"contig324030|RHEBL1|8"	4.6721027511226	5.95830535518764	247	3
"5043"	"contig324033|SHC4|8"	10.5901065552268	12.454502217458	328	3
"5044"	"contig324048|REP15|11"	11.527119845031	13.1554896303896	240	7
"5048"	"contig324076|DUSP6|6"	11.2457754102929	13.314099270414	302	2
"5049"	"contig324082|RAB42|11"	5.2667207234832	6.89658284247073	302	1
"5051"	"contig324089|ZNF451|11"	8.79947936410134	11.4639031145387	406	7
"5052"	"contig324092|IKBKAP|6"	12.468456781341	15.3667711899287	433	7
"5053"	"contig324093|EIF2B4|6"	5.29001481885936	5.49331115601236	373	1
"5054"	"contig324096|TIMMDC1|11"	8.8094765418736	10.9315752585531	251	6
"5055"	"contig324097|CHRNA9|11"	4.65665224307462	5.73031928806055	278	3
"5056"	"contig324102|LAP3|5"	5.81214442128749	7.50744481310727	337	7
"5057"	"contig324109|ARSB|7"	9.845202434788	11.8113238503125	402	4
"5058"	"contig324118|C1orf144|6"	17.0216541363205	22.1726220248422	255	2
"5060"	"contig324152|AFMID|6"	7.13784771465583	8.80779587414527	370	9
"5061"	"contig324164|LPCAT3|8"	6.31015359907585	7.12893769512436	332	1
"5062"	"contig324167|KCNJ10|6"	6.61851012022666	8.31704445315382	324	4
"5063"	"contig324207|ZCCHC2|8"	11.7529048821012	14.321227696432	441	6
"5064"	"contig324211|ZNF148|11"	9.53062754093517	11.8800803727396	281	2
"5065"	"contig324213|NRSN1|11"	4.51893609137363	5.87541451822346	381	2
"5066"	"contig324217|FNBP1L|6"	14.5151294635109	17.4579527158104	357	5
"5067"	"contig324223|CNTN1|6"	8.52991623620909	9.52580203464091	295	4
"5068"	"contig324241|VEGFC|6"	5.98223914359499	6.56454860863281	185	3
"5069"	"contig324280|SAC3D1|8"	7.40089229644349	8.51476974522709	262	6
"5070"	"contig324293|PDK2|6"	8.43134913638807	10.2404351437458	333	5
"5071"	"contig324337|SLC16A9|6"	7.19483079781695	9.047540090164	420	1
"5073"	"contig324421|PEX11B|8"	5.72444896988249	6.39369617484073	174	3
"5074"	"contig324448|C6orf118|11"	9.87827051902274	11.5983356507815	410	4
"5075"	"contig324468|MKRN1|11"	3.92974964329048	5.313001611388	286	6
"5076"	"contig324495|HTR3A|11"	7.19874338702571	7.66798598460164	414	1
"5078"	"contig324527|STRN3|11"	13.0126287170924	16.2651545519402	403	2
"5080"	"contig324561|TSKU|11"	9.58655410034473	11.3233115335222	254	2
"5081"	"contig324564|DSCC1|6"	4.20189645941338	5.26187688643673	300	4
"5084"	"contig324597|NDUFAB1|6"	9.37457423800751	11.3688299199031	329	2
"5085"	"contig324598|ABCB5|6"	5.3169662496176	5.81655080837461	297	1
"5086"	"contig324609|R3HDML|3"	6.22696599902371	7.443630552296	272	2
"5087"	"contig324614|LMX1B|6"	6.13363481506003	7.18792057726291	229	2
"5089"	"contig324637|TRMU|6"	4.74097227814155	5.21831162279564	417	1
"5091"	"contig324654|TRRAP|6"	14.9319605577082	17.2927531170467	297	2
"5092"	"contig324664|DEPDC7|7"	10.4046764513326	13.0385033280704	389	5
"5094"	"contig324743|MORN4|6"	8.3332282448227	9.78921126015018	284	9
"5095"	"contig324747|KIAA0825|11"	7.71429933577992	8.54630417606273	201	3
"5096"	"contig324758|BRD1|12"	11.5430080653594	12.7923357508569	207	1
"5097"	"contig324760|PRKAR2B|8"	12.65330846786	15.0437497875855	392	4
"5099"	"contig324791|FAM58A|6"	9.42735444671908	12.3544809308305	428	2
"5100"	"contig324815|FAM206A|11"	13.2663025194625	15.8325399900551	265	8
"5101"	"contig324819|UGGT2|6"	6.17316993990227	6.67072220675873	309	3
"5102"	"contig324840|DEXI|11"	4.77388067453182	5.56795938106818	200	3
"5105"	"contig324882|TNFAIP3|11"	5.61927320882938	6.93343745750964	286	3
"5106"	"contig324886|AGPAT4|12"	6.6927071093966	8.75241719320509	432	8
"5107"	"contig324903|C5orf44|3"	13.5819553498898	16.3912911256125	404	7
"5108"	"contig324910|DOK4|6"	7.46737199337497	10.2154359422651	340	1
"5109"	"contig324923|DCTD|6"	7.13567224575664	8.324324657762	234	2
"5111"	"contig324948|GPR151|11"	10.2264920217592	12.8419485778453	295	2
"5112"	"contig324950|TSGA10|11"	12.5808803599865	14.5464844395442	307	3
"5113"	"contig324967|C16orf46|11"	11.364362411902	14.3278151129711	322	4
"5114"	"contig324980|DCTN2|9"	5.99848829380787	6.48978296610836	402	2
"5115"	"contig324984|AGK|9"	8.66356249345796	11.653453479918	377	13
"5116"	"contig324994|KDM8|8"	13.0684042745634	15.997256144623	381	8
"5117"	"contig324999|RBM17|6"	5.18743360819512	6.688174443858	350	6
"5120"	"contig325032|GFER|9"	17.4878694646913	22.9141959881844	311	11
"5121"	"contig325047|SCG3|11"	8.71121537472727	9.77424178032091	216	5
"5122"	"contig325052|HNRNPK|12"	7.52192677467112	9.13585408864163	304	9
"5123"	"contig325068|C6orf120|6"	10.0351011033968	11.6062236748453	224	3
"5124"	"contig325099|RBM22|6"	7.75331724073825	10.0059860691091	394	9
"5126"	"contig325157|BASP1|11"	12.0233111762585	14.7313171944675	394	4
"5127"	"contig325174|MRPS9|11"	8.63137968015062	11.2942679071806	426	11
"5128"	"contig325190|EPHA5|6"	11.0227704445343	13.2614826749693	357	1
"5130"	"contig325210|TMPRSS2|8"	6.79385335197299	7.38631857761327	409	2
"5131"	"contig325268|AEN|11"	8.81131703132727	9.32811882521765	255	2
"5132"	"contig325272|CNTN5|11"	15.9757699923208	19.4577558219524	363	3
"5133"	"contig325293|ATM|7"	7.7423651774454	8.67039147354981	261	2
"5134"	"contig325301|PRRG2|9"	6.03774985315478	6.62937200171109	156	2
"5135"	"contig325315|DCLK2|3"	8.82876605614759	11.9029768164889	383	7
"5137"	"contig325404|ZGPAT|7"	3.9823026557801	5.34998485186891	422	1
"5138"	"contig325426|C1orf177|12"	8.52912228837185	9.77392706616291	284	8
"5139"	"contig325452|LMTK2|12"	9.88597763852814	11.6518288819245	313	8
"5140"	"contig325474|PTX4|11"	4.65655190815013	6.12364903069038	357	9
"5141"	"contig325479|EIF3G|6"	11.3762349472852	13.9387113955624	326	8
"5142"	"contig325480|MEGF9|11"	13.7377150889924	17.7758376549524	426	4
"5143"	"contig325487|EXO1|11"	14.4960226670154	16.3235825685171	283	7
"5144"	"contig325495|B3GALT2|6"	8.31356101522832	10.4262004149176	382	6
"5145"	"contig325513|CCDC81|6"	7.9404725652395	9.20124438158218	257	4
"5146"	"contig325515|HOXC8|8"	4.78226664769567	6.24918674915927	351	6
"5147"	"contig325517|EIF4A3|1"	5.16672712152347	5.61145044826648	287	1
"5148"	"contig325526|LEP|8"	9.41802452722929	11.7916814578018	352	6
"5149"	"contig325577|IDH2|2"	17.3525844150473	23.5749941209005	261	1
"5150"	"contig325586|ELP4|6"	12.3352506174512	14.484113149724	303	5
"5152"	"contig325623|FH|6"	4.94594658200497	5.61555299001691	316	1
"5153"	"contig325650|USP18|11"	6.32534751442774	6.70809472419687	322	2
"5154"	"contig325655|C9orf78|6"	11.7903496154635	13.5074299649664	265	7
"5155"	"contig325669|SPSB4|6"	10.1124874889929	13.1976841264967	370	1
"5156"	"contig325676|AP5Z1|11"	8.44826741289059	10.2571823492551	346	6
"5157"	"contig325677|AGTR1|8"	12.9721367978009	14.9771541008693	267	2
"5158"	"contig325688|PLSCR5|12"	7.99009771511544	9.24868540449255	230	1
"5159"	"contig325690|SNRK|6"	8.52604380373943	9.52872297773345	196	1
"5161"	"contig325743|CDH4|6"	7.14050439901497	8.12159825828691	233	3
"5162"	"contig325752|NELL1|6"	14.9083047966666	18.3919839521044	404	1
"5163"	"contig325789|SKAP2|8"	4.01620671561763	5.01545452611273	331	3
"5165"	"contig325806|PDGFRL|11"	10.4597755655642	13.3976155192569	388	5
"5166"	"contig325840|RANGAP1|11"	9.97256004368157	11.2583638702133	257	3
"5167"	"contig325857|GABRA5|8"	4.18189913194224	5.15678255779971	283	3
"5168"	"contig325874|TMEM109|11"	4.56238620204825	5.25619583201618	357	4
"5169"	"contig325918|TCF20|11"	4.87286945364151	6.66414499695782	417	3
"5170"	"contig325945|TMEM86A|9"	9.19532041088822	10.903446873394	326	4
"5171"	"contig325958|JMJD8|6"	12.2773232265623	14.9747051914707	346	7
"5172"	"contig325970|ACADM|6"	11.3583776508701	12.9219181737086	253	1
"5173"	"contig325982|AURKB|11"	9.5505575123796	11.2614180265749	299	3
"5174"	"contig325993|ATP6V1C2|7"	11.5438547061314	13.5992579778067	342	1
"5175"	"contig325995|GLTP|11"	12.7291019211663	14.6385454794811	278	5
"5177"	"contig326016|CNPY2|8"	7.09272455562414	9.35796261830273	342	8
"5179"	"contig326032|ADAT2|6"	8.72766312779806	11.1204872676484	364	6
"5180"	"contig326061|PEA15|11"	15.1951232634209	18.926675650989	418	5
"5182"	"contig326094|OSTalpha|11"	12.6455205213318	14.9243892622004	343	2
"5183"	"contig326107|TBATA|11"	6.04890275974271	6.82825941400582	259	4
"5184"	"contig32611|NBL1|6"	9.22068456525637	12.7863323853995	433	14
"5187"	"contig326130|C6orf145|6"	6.50006728847086	7.22292777902087	288	4
"5188"	"contig326135|TMEM223|11"	10.2737997298227	13.2704416191862	404	10
"5189"	"contig326136|TIAM2|8"	4.18907232996196	5.05841973891382	282	4
"5190"	"contig326144|CCDC12|8"	10.56510346762	13.0311291516569	306	1
"5191"	"contig326158|TNMD|8"	8.85231733347326	10.4428853594733	250	3
"5192"	"contig326159|FAM76B|3"	12.8064267061768	15.3631021722305	381	5
"5193"	"contig326168|GRM3|6"	5.56127709908815	6.09352699810782	171	1
"5194"	"contig326196|SAMD4B|11"	4.53635053569601	5.76534935827255	314	1
"5195"	"contig326198|HPD|6"	6.29122264085974	6.34937996296491	397	2
"5196"	"contig326207|CAMK4|11"	10.2933468299296	11.502551087386	217	3
"5197"	"contig326234|CASC3|11"	5.05387748703531	6.53456996203709	402	2
"5198"	"contig326235|ZMYND10|11"	9.15181237891335	10.7464691511549	252	5
"5199"	"contig326262|PDCD2|11"	12.7627510248709	15.1532202687896	346	5
"5201"	"contig326283|CDKN2C|11"	16.4205278064508	18.4464101029627	204	1
"5203"	"contig326371|LRRC18|11"	6.78760433458851	8.14637445651291	250	2
"5205"	"contig326406|PKD1L2|6"	11.7443650398241	13.5763503790771	280	5
"5208"	"contig326482|RASL11B|6"	7.29523624383982	9.00736073415145	310	7
"5209"	"contig326516|CPA6|8"	13.8169184999413	16.759962739116	425	2
"5210"	"contig326530|CSPG4|11"	6.7449042980563	7.86310618092527	248	4
"5211"	"contig326550|INTU|7"	9.31613076166697	10.4303669307758	255	4
"5212"	"contig326551|RPF1|6"	11.8949810211737	13.6015392183456	239	2
"5213"	"contig326581|FITM1|11"	5.52292673573936	6.99063577354909	343	3
"5214"	"contig326588|ZNF839|11"	11.2651901850348	13.9347474222996	372	8
"5215"	"contig326602|OTUD3|11"	6.4950142228446	7.76628935714364	262	3
"5216"	"contig326617|TRHR|6"	8.11606987638865	10.1038121901323	383	4
"5217"	"contig326640|HRH3|8"	9.2854986218575	10.9608892898804	270	9
"5218"	"contig326658|METTL11A|6"	7.67490899647146	9.10365859474764	300	8
"5219"	"contig326664|RGS2|8"	9.53219285633354	10.5669131966409	183	1
"5220"	"contig326682|PHC2|8"	11.5371666710662	13.269688155176	243	4
"5221"	"contig326691|FAM100A|11"	9.99525059606249	12.5831928655829	385	3
"5222"	"contig326697|STX18|6"	6.00623187949885	6.17824831109182	356	1
"5223"	"contig326699|UBE2QL1|6"	10.6692433705143	12.4330122786084	289	3
"5224"	"contig326707|FAM222B|8"	4.20694190980633	5.60420084144727	356	1
"5225"	"contig326738|MRPL3|6"	14.0712138542667	17.2912594876155	359	5
"5226"	"contig326739|CTXN1|8"	8.34321642121458	9.67466653501691	265	3
"5227"	"contig326741|BTK|6"	8.62213809133051	9.4309699218742	250	1
"5230"	"contig326765|TMEM182|6"	9.72709765099065	12.0134635697476	393	7
"5231"	"contig326767|CDKN2AIP|8"	9.58357872087304	11.0555561262482	294	4
"5232"	"contig326798|PPCS|12"	9.9673906097427	11.2677396150154	211	3
"5233"	"contig326820|CLVS1|8"	5.84100077111751	6.68990084951454	231	2
"5234"	"contig326829|OTUB2|8"	8.41233566301696	9.65682840380691	222	2
"5235"	"contig326837|SULT4A1|3"	7.4036257999479	9.47689375015286	314	2
"5236"	"contig326842|GPR75|6"	13.133980364666	15.4644455626469	309	4
"5237"	"contig326855|ANAPC1|7"	11.9746793454641	13.9266678011044	254	1
"5240"	"contig326899|BANF1|3"	7.51801289087477	9.17089909282909	363	1
"5241"	"contig326927|SLC13A3|6"	6.90256447390898	7.39312385667436	160	2
"5242"	"contig326946|OVOL2|8"	9.65436526165115	11.6447737248184	323	3
"5243"	"contig326956|KCNF1|8"	5.28339629630282	6.70785946552946	338	3
"5244"	"contig326960|RALGAPB|6"	5.03206985498063	5.43911748176764	354	2
"5245"	"contig326974|ZSCAN2|11"	6.23292434924375	7.18056985715891	229	6
"5247"	"contig327015|FAM204A|8"	10.2974674696311	12.2598843348765	224	2
"5248"	"contig327020|FANCB|11"	7.77542148361641	9.78831451226891	259	6
"5249"	"contig327026|MTHFD2|3"	7.98823648041091	9.84577744732454	296	6
"5250"	"contig327034|STRA6|6"	7.21709006003945	10.1285940588991	427	15
"5251"	"contig327053|EAPP|6"	9.36677074556286	10.6445812245036	255	8
"5253"	"contig327092|MOGAT2|7"	13.0199362703946	15.0092625676865	333	9
"5254"	"contig327094|MED4|6"	20.9370566821505	25.5736221743487	400	5
"5255"	"contig327102|SLC4A5|11"	7.57495696788561	9.05333529920091	383	5
"5256"	"contig327119|KCNAB1|9"	5.92821642042052	7.14695606574527	311	2
"5257"	"contig327126|VAV3|6"	8.40817427806343	8.72106848753909	303	3
"5258"	"contig327148|GORAB|11"	10.8147914065762	13.0270996295731	322	6
"5259"	"contig327154|TMEM151B|11"	4.39835307921389	5.66084405846545	366	4
"5260"	"contig327155|CYB5D2|11"	13.1477022696814	16.0334436483456	379	3
"5262"	"contig327183|CBY1|8"	7.98795076602556	9.08487368198219	235	3
"5263"	"contig327184|CXorf36|11"	4.44750036638797	5.533115711106	322	1
"5264"	"contig327204|YRDC|8"	5.89047377909061	7.81627204750182	374	10
"5265"	"contig327239|GDA|5"	9.28784687876108	9.98164360795727	294	2
"5266"	"contig327243|EIF3E|1"	8.59283921793516	8.84761677820491	198	2
"5267"	"contig327251|CTTNBP2|8"	5.98959659399808	7.16631656691727	256	1
"5268"	"contig327300|LNX1|7"	9.95941466837151	12.0533553359725	344	7
"5270"	"contig327372|YTHDC2|6"	12.1764380708097	14.7413963895813	296	4
"5271"	"contig327384|SKIV2L|11"	7.60779358942788	9.22202890998236	332	5
"5273"	"contig327431|GFRA2|11"	6.41941645061216	7.14782776550384	175	3
"5274"	"contig327440|WDR45|6"	5.73304445206833	7.18971870505382	285	1
"5275"	"contig327480|ATMIN|6"	11.5316584451889	13.4827455318191	282	2
"5277"	"contig327502|VAMP5|12"	5.82231315649948	7.68553494006291	297	2
"5278"	"contig327533|SRSF9|11"	11.8367127926576	15.9207211157011	279	5
"5279"	"contig327578|SDR39U1|11"	6.48391513600279	8.54396731650717	270	3
"5280"	"contig327600|ASTN2|6"	4.00000604233922	5.29006772317901	359	3
"5281"	"contig327605|ATG2B|6"	9.42144095139131	10.8739504994034	272	5
"5282"	"contig327607|RHOG|11"	5.92223988339631	6.94444374194182	283	5
"5283"	"contig327631|GLI2|8"	4.63099188645468	6.42643827948164	417	6
"5284"	"contig327680|THSD7B|11"	7.44442329834396	8.53311114020291	207	3
"5285"	"contig327747|ARL1|6"	4.98918231613749	5.41014380633146	268	1
"5287"	"contig327808|BLOC1S3|11"	17.5548276913481	23.915879444378	375	1
"5288"	"contig327832|CRYBG3|9"	7.90392270758485	8.31493216683382	415	2
"5291"	"contig327897|PSMC6|11"	6.01019427623693	7.65762960078091	320	2
"5292"	"contig327898|SCAMP5|12"	7.66200079869928	9.90288390025636	428	5
"5293"	"contig327900|SPATA6|10"	5.12026251084836	6.27697092536436	285	4
"5294"	"contig327963|DPH5|4"	6.29116562502549	7.90413598649691	282	2
"5295"	"contig328013|TOR2A|11"	4.73746039076576	6.04053676664218	249	7
"5296"	"contig328023|ALKBH5|6"	7.35748021337397	8.51147861729491	252	2
"5297"	"contig328052|CDK5RAP2|11"	14.5233970167489	16.0403092160198	219	2
"5299"	"contig328092|PLEKHO1|11"	5.43544190598553	7.495526746032	358	6
"5300"	"contig328095|HIVEP3|11"	8.14534448042156	10.3310863024825	432	4
"5301"	"contig328117|Ctg325|OPA"	7.7371298456166	9.74775984731867	417	4
"5302"	"contig328149|TMEM17|11"	8.91853416306016	10.7939036430631	324	6
"5303"	"contig328172|GRTP1|6"	17.394247259352	23.4618486742242	444	3
"5305"	"contig328237|GPRC5C|11"	3.97829235706199	6.6413288448605	376	10
"5306"	"contig328261|IRAK4|6"	10.2063640263213	11.0396320612802	349	2
"5309"	"contig328299|LRRC42|11"	9.30395751327375	11.5569852590207	447	2
"5310"	"contig328313|NCBP2|7"	8.87446840183448	10.6252885755215	309	3
"5311"	"contig328314|GSG2|11"	7.79439467296761	8.69952093859711	316	1
"5312"	"contig328322|LINGO1|6"	8.83911730355854	11.4885384363307	360	2
"5314"	"contig328334|RSRC1|9"	13.9407574683499	15.9263140544245	300	2
"5315"	"contig328375|RERG|3"	13.2885773787873	15.8149524573287	353	5
"5316"	"contig328393|RAB3IL1|8"	13.6019555531284	19.1958117062542	421	3
"5317"	"contig328397|PCNT|6"	8.00840550501806	8.45678281836982	280	2
"5318"	"contig328429|FIGF|6"	12.4868074146624	14.3054272963031	307	1
"5319"	"contig328431|ARL10|11"	4.26201708268681	5.30440933162345	361	2
"5322"	"contig328527|PPM1L|6"	8.53621463240134	10.9495748976561	311	6
"5323"	"contig328546|DOM3Z|11"	7.55028897681531	9.26148154059577	328	3
"5325"	"contig328603|CPPED1|11"	5.22071037731233	7.34106220933909	398	4
"5326"	"contig328634|U2AF1|6"	10.2125282478844	12.1280655749213	299	8
"5328"	"contig328693|LHX9|6"	14.0843270332619	16.8888396006385	363	3
"5329"	"contig328709|SLC40A1|6"	7.2372171147996	8.84319947158509	314	2
"5332"	"contig328797|SUSD4|8"	6.81262823938831	8.57689604580087	315	6
"5333"	"contig328803|SFT2D2|9"	11.3864543220555	12.5552646240636	185	4
"5336"	"contig328919|YSK4|12"	13.7405286704073	15.6821579785491	260	8
