Target	Length
contig318847|BFSP2|6	242
contig81861|RABEP1|3	206
contig203418|EFCAB7|11	388
contig24189|PCNA|3	195
contig327975|DCAF13|6	200
contig234687|FNDC3B|1	245
contig155569|SCD5|6	206
contig141459|BPNT1|3	251
contig215646|UBXN11|8	370
contig343610|PCIF1|6	157
contig185695|RGS8|11	241
contig317226|TCTN2|11	332
contig223000|HSD17B8|8	295
contig326482|RASL11B|6	310
contig552397|FEZF2|7	286
contig314397|PRAF2|11	206
contig159488|WDR4|12	305
contig314415|NOV|11	222
contig718247|SPOCK2|6	218
contig140434|CTNNBL1|2	414
contig867027|UQCRB|8	166
contig202452|MYBBP1A|11	446
contig314588|LRPPRC|11	418
contig210897|PSMD4|9	271
contig225381|MIER1|6	402
contig117429|PHF3|11	406
contig320652|TCN1|9	303
contig145464|YPEL5|7	224
contig111813|NUDCD3|6	189
contig221529|DHDH|6	389
contig190435|UBA2|3	361
contig355864|DGKB|6	184
contig205463|RSL1D1|11	171
contig201840|ADAM28|11	229
contig317893|TACC2|7	280
contig316971|EPS15|6	318
contig210880|NHLRC3|11	248
contig338679|CLDN16|11	224
contig417686|MRPL21|6	434
contig316856|SKA3|8	355
contig720800|FGFR4|6	168
contig96637|P4HA2|11	342
contig205530|DNER|6	242
contig146253|ENOSF1|6	343
contig320361|AOAH|9	281
contig234492|HIGD2A|11	156
contig190911|MYO1E|6	314
contig189141|XPC|11	319
contig558931|HOXC11|8	197
contig40078|PKP1|11	208
contig204649|RANBP1|6	278
contig202894|LRRC68|11	226
contig158118|NOX4|8	282
contig322845|ZRANB3|11	352
contig315710|ZER1|8	308
contig314491|ADAM17|6	274
contig202410|SMC3|6	416
contig139611|TMEM214|12	247
contig787423|SLC4A11|8	198
contig314269|TNS3|12	276
contig93235|EPB41L3|6	306
contig188919|KIAA2018|11	257
contig315450|SLC26A4|11	292
contig320722|RPE|6	275
contig131436|MGRN1|6	356
contig317097|ERAL1|9	230
contig324096|TIMMDC1|11	251
contig144715|NR2C1|11	367
contig327897|PSMC6|11	320
contig164258|UCP2|6	359
contig316828|RCC1|7	319
contig317125|STK16|6	408
contig320138|TUB|2	297
contig318907|GPR34|8	391
contig322080|MKNK2|6	236
contig320873|TMEM179|6	214
contig318642|UBE2K|2	334
contig323008|TMEM108|12	311
contig87238|DDX39B|7	210
contig201892|MAPK6|6	306
contig205703|NR2C2|8	241
contig94768|VPS72|11	339
contig203528|POLDIP2|3	338
contig338613|NIPSNAP1|8	279
contig321317|TYW3|6	199
contig189827|CDCA7L|6	297
contig317253|SLCO4C1|6	185
contig320658|CMPK1|8	275
contig323918|GRHPR|7	268
contig203334|OSBPL3|6	345
contig318077|MFSD5|12	325
contig529215|CYCS|6	168
contig110866|FABP6|8	251
contig319056|PPFIBP2|11	188
contig320653|ZBTB37|11	324
contig189067|SLMO2|6	229
contig147243|EIF5B|6	218
contig122436|COL5A2|11	302
contig341421|ISCU|6	196
contig190479|C8orf76|7	371
contig382732|GINS1|3	307
contig96116|EIF2B2|2	248
contig201385|NDE1|6	315
contig326368|MRAS|2	183
contig324923|DCTD|6	234
contig201345|LMNB2|6	415
contig330840|PANX3|11	250
contig316008|DFFB|11	272
contig183824|DMXL1|11	219
contig190259|SYBU|11	331
contig189161|HIF1A|8	384
contig333372|SUOX|11	312
contig355956|RGNEF|8	357
contig343334|RNF7|6	282
contig324597|NDUFAB1|6	329
contig316588|CCNC|1	439
contig201402|BPTF|7	169
contig397814|DNAAF1|6	217
contig40461|ACTR2|2	279
contig364661|UIMC1|11	290
contig324337|SLC16A9|6	420
contig329492|VEZT|11	243
contig117368|PRKCA|8	222
contig449042|HTRA3|6	222
contig317484|QPCTL|11	312
contig314595|ZNF567|11	362
contig329628|WFDC1|8	225
contig328908|FPGS|7	242
contig781821|MAP3K14|6	298
contig315909|INPP5F|11	433
contig208506|SYT16|11	298
contig203566|MFSD10|6	258
contig336476|KIAA0101|8	284
contig198717|CD207|11	277
contig192718|GRPEL1|6	242
contig317009|SMARCAL1|6	234
contig332137|FAM214B|8	237
contig211278|TMEM45B|6	332
contig203488|TJP2|11	289
contig336532|C2orf68|11	294
contig318598|COL4A2|11	195
contig203035|ATG2A|9	292
contig588589|NOXRED1|11	214
contig315008|MRE11A|7	366
contig316513|FOXRED2|9	407
contig117313|EPN2|11	325
contig134133|ANKRD49|6	249
contig110057|DCUN1D5|1	376
contig337940|C1orf172|8	376
contig211706|VRK1|11	197
contig141112|DMAP1|11	192
contig343164|KCTD8|8	315
contig203652|LYST|11	329
contig135396|IQGAP3|3	221
contig388324|PAPSS2|6	233
contig314987|OSBPL11|12	256
contig96144|RBM4B|6	265
contig62010|TPMT|8	313
contig602584|XAB2|12	151
contig203146|COL6A2|11	304
contig326664|RGS2|8	183
contig158603|CIAPIN1|8	172
contig156948|H2AFY|6	328
contig321596|CCDC75|11	319
contig322517|TXNDC16|10	233
contig315170|GLUD1|6	378
contig318448|PTPRO|11	308
contig342776|PDZD7|8	374
contig315426|SDHA|11	233
contig336170|C10orf92|8	325
contig339968|C5|11	349
contig208267|PFN2|6	192
contig322744|ARHGEF25|11	325
contig333635|KCNA2|6	348
contig203326|PIGQ|6	392
contig213130|ITLN1|11	382
contig204420|VAC14|6	342
contig145644|IMPA1|6	205
contig144501|CPE|11	178
contig321641|SMARCA1|1	308
contig140063|SOAT1|6	260
contig205273|DIAPH3|6	239
contig202519|CCDC88A|11	248
contig144660|PIK3C3|6	315
contig320509|SEMA3E|8	226
contig322739|PPP2CB|11	285
contig319907|MANEAL|6	361
contig317244|PTDSS2|8	356
contig624646|TRAPPC2|6	276
contig251951|ANKS1A|11	179
contig215827|ZFYVE20|8	447
contig219856|GIN1|8	330
contig157415|RAB28|6	359
contig156415|KIF3A|6	180
contig323197|CD5L|8	247
contig216164|AP1AR|11	291
contig447935|TMPRSS12|6	274
contig190615|BOP1|6	290
contig318509|HPS3|11	297
contig327015|FAM204A|8	224
contig265557|MANEA|6	321
contig102193|PHB|6	260
contig227118|AMBRA1|11	296
contig645927|SCN2B|11	164
contig370755|BAP1|6	302
contig317911|SLC9A2|11	286
contig56217|STIM1|6	234
contig183567|SPG21|3	312
contig321677|ALG3|9	204
contig131550|TCAP|11	302
contig317620|ARHGAP24|6	255
contig202932|LRRC32|11	264
contig131932|MRPL44|6	288
contig369618|AGXT2L2|7	322
contig360666|PDYN|8	381
contig155894|RANBP3L|6	308
contig323594|SGCZ|8	177
contig324843|GEMIN2|6	178
contig201576|LSR|11	304
contig317510|NIT1|11	405
contig98374|GPCPD1|4	348
contig463201|CCDC3|9	233
contig315496|FOXK2|6	356
contig325650|USP18|11	322
contig331944|CDH23|6	225
contig206095|COQ10B|11	361
contig194413|ANKRD39|11	230
contig323911|SUMF2|11	328
contig212611|C21orf62|11	315
contig325688|PLSCR5|12	230
contig326048|VSNL1|6	216
contig316747|FANCD2|8	286
contig314378|CACNG1|6	240
contig215649|LYRM7|11	372
contig321226|YTHDF1|11	309
contig238468|C2orf40|11	266
contig318485|PRICKLE1|8	246
contig144993|SMARCE1|11	338
contig317285|SPRYD4|8	350
contig204118|ZC2HC1A|6	321
contig315702|TOPORS|12	342
contig315504|RELA|8	317
contig133786|CLSTN1|6	230
contig324598|ABCB5|6	297
contig140997|RFX5|8	356
contig139917|SNX12|6	313
contig344031|UPB1|9	232
contig315379|EIF4ENIF1|9	258
contig133905|MPP5|6	364
contig319058|TMEM204|6	240
contig321265|NIPA2|9	360
contig202092|TCERG1|8	374
contig201432|UBR3|6	374
contig443201|SLIRP|6	238
contig156084|RNF216|11	290
contig321898|TRIM3|3	187
contig352432|URGCP|8	248
contig316163|NCOA6|11	286
contig190061|PTPRR|11	365
contig161673|CCS|12	152
contig658947|POLL|8	284
contig215412|ALKBH6|11	314
contig145388|SLC12A9|11	354
contig334850|AQR|6	297
contig342531|RNF113A|6	449
contig203541|GNG3|6	318
contig329714|CCDC71L|11	221
contig108519|FXR1|3	274
contig113311|AGRN|6	330
contig323046|CCDC11|11	311
contig112203|SERPINI1|11	240
contig145863|HGFAC|11	247
contig316634|KBTBD4|6	274
contig209683|FAM212A|11	295
contig111553|GABPB1|6	186
contig201874|SGSH|11	224
contig325452|LMTK2|12	313
contig494813|PRDM10|8	290
contig230046|SSBP1|8	404
contig190483|SNAP23|6	342
contig317883|DUSP10|6	228
contig208285|MED16|6	304
contig318382|HERC4|11	295
contig318470|D4S234E|6	372
contig140008|ATP6V0D1|6	176
contig375152|CD300A|11	276
contig403595|RAB38|3	312
contig320699|SNX1|7	426
contig385118|GLIS2|6	363
contig317073|FREM2|3	333
contig319222|PFAS|9	428
contig638246|SYT17|6	191
contig317050|MMEL1|8	258
contig322163|IL20RB|11	306
contig318772|VPS45|6	374
contig203310|ATXN1|11	172
contig320357|ARHGAP19|6	249
contig315085|FAM107B|6	376
contig317448|FAM73A|6	231
contig314234|GOLGB1|12	248
contig321461|ATF1|8	310
contig284449|BTG3|6	348
contig119883|CDO1|11	163
contig322293|TUBGCP6|9	232
contig174853|C15orf61|8	346
contig327204|YRDC|8	374
contig214159|PUS3|12	309
contig163723|NPY1R|11	309
contig217770|KRT16|11	368
contig340896|QPRT|11	325
contig356209|SNX6|4	277
contig190031|PLA2G4A|6	282
contig317031|BNIP3|6	210
contig318434|EVC|11	272
contig318209|AP4E1|11	318
contig524085|CSTB|8	234
contig314576|YEATS2|12	281
contig319988|CEPT1|6	220
contig80967|RPS4X|3	173
contig322071|TMEM189|6	388
contig210360|CIDEA|6	291
contig319706|SLC2A2|11	405
contig314852|UTP14A|11	290
contig314500|GOLPH3L|9	326
contig316420|VKORC1L1|11	257
contig314617|ZNF135|11	369
contig466783|PLXNA4|6	160
contig322834|DCT|6	214
contig85586|HOOK3|8	302
contig320910|MARK2|6	391
contig330843|NKAIN2|11	238
contig63478|FAM195B|6	347
contig150098|FBXO48|6	294
contig321975|SLC25A11|6	376
contig141495|RHBDD2|11	245
contig329871|HEATR6|11	200
contig101023|PLEKHM2|6	185
contig101915|POC1B|8	308
contig188875|IPO5|3	313
contig115438|RTEL1|6	198
contig323360|PRAM1|11	247
contig191651|CLN8|6	365
contig156385|SLC15A3|11	169
contig207279|RABL2B|6	298
contig211380|MFSD7|9	216
contig156223|CRADD|11	318
contig152733|TMEM167A|6	412
contig315804|BMP7|6	265
contig209955|KLHDC10|6	231
contig211608|CRNKL1|8	246
contig341028|FGF8|8	266
contig205454|THAP7|11	371
contig319530|RNF170|5	281
contig139863|HIF3A|11	270
contig321997|B9D2|11	388
contig316155|C16orf48|6	369
contig324448|C6orf118|11	410
contig191749|UBE2J1|6	322
contig320389|BRCA1|8	281
contig766580|CCNB3|11	268
contig629730|FAM174B|8	362
contig214857|TAF6|9	344
contig190863|OTUD1|6	368
contig78365|CACYBP|6	287
contig107818|TCEB1|8	326
contig326087|UGT3A2|12	206
contig315538|NEFH|9	214
contig328546|DOM3Z|11	328
contig125201|BSG|6	253
contig329244|SIRT5|8	289
contig213750|AMOT|11	307
contig312799|ABLIM1|8	223
contig205596|HBEGF|9	152
contig314849|NFXL1|11	401
contig206217|PEX1|11	216
contig320040|ST7|6	358
contig317320|SF3B2|8	387
contig204351|ZNF521|6	301
contig322009|PEPD|11	310
contig315053|NCKAP5|7	314
contig316589|KDM1B|6	303
contig315090|TARS|11	295
contig320010|CCT7|6	222
contig135359|TLK2|8	267
contig317589|TMEM201|11	412
contig194081|CXorf40A|8	322
contig314874|KLF6|11	214
contig318385|VPS52|11	242
contig190525|FARSA|7	359
contig191337|GNPTG|3	351
contig183640|TMEM11|6	270
contig325495|B3GALT2|6	382
contig320667|USP30|6	328
contig321447|UNC13C|6	321
contig321191|BAAT|11	291
contig70689|EXOC7|8	252
contig316948|KAT5|7	278
contig317477|ZYG11B|11	233
contig319902|LTV1|9	259
contig426700|LIPC|6	334
contig156739|SLC27A2|11	277
contig158669|AJAP1|11	420
contig140237|MCM3|6	278
contig319995|WDR76|8	193
contig144628|IPO9|3	274
contig317395|E33C5|OPA	416
contig316621|PBX1|7	240
contig316898|PITPNB|3	267
contig106641|TP53RK|6	248
contig320907|RFWD2|3	268
contig331579|SLC22A23|6	380
contig320644|DPH2|11	335
contig55948|CLK4|6	342
contig202803|DNMT1|7	271
contig315539|GNAI2|6	189
contig201957|NFIA|11	347
contig76191|CYP51A1|6	242
contig318612|PVRL2|12	334
contig190767|STXBP3|7	310
contig323326|ATR|6	411
contig134069|ITGB1|6	219
contig188773|BNC1|11	308
contig155514|DGCR2|3	322
contig253951|CDAN1|6	275
contig315567|DYM|6	282
contig101012|TMEM165|6	224
contig140085|NARS|3	327
contig144603|PPM1M|8	397
contig208659|PQLC2|8	301
contig624695|RHOB|6	290
contig322251|CCT2|2	351
contig317615|PNPT1|2	382
contig525896|WASF3|7	290
contig398586|RGL2|8	244
contig395323|SH3BP1|8	208
contig68396|SULT1C3|11	388
contig316574|FAM19A2|8	265
contig82219|PHF20L1|8	317
contig315888|FAM116B|7	199
contig314517|EFNA5|6	307
contig319240|FUCA1|5	367
contig314583|CAND1|12	349
contig321834|SLC26A5|6	287
contig76974|HAUS1|8	176
contig212395|CRYZ|6	273
contig156434|THRAP3|8	257
contig317489|NRCAM|8	331
contig315902|FAM115A|11	360
contig260328|RAD54L2|6	217
contig140763|ELOVL7|6	208
contig134643|USP28|7	340
contig332352|NUP43|9	446
contig314326|ZFHX2|8	194
contig314336|SEC24A|11	220
contig202090|DUSP14|11	317
contig244864|RABGAP1L|11	177
contig319885|TRIM59|11	234
contig112303|MRPL32|11	245
contig178458|BOLA3|6	342
contig246533|UTS2D|8	157
contig317370|FAM84A|6	338
contig346776|BET1L|6	391
contig144950|APLP2|6	171
contig89681|PCDHGC3|11	299
contig183415|NTAN1|11	307
contig406144|RAI2|11	342
contig315739|FAM213A|8	240
contig72876|SPCS2|8	176
contig315632|SH3PXD2A|11	314
contig213243|C16orf42|11	198
contig74148|IFI35|9	293
contig329496|KLHL36|6	232
contig233614|CASC1|6	302
contig183368|LAMB4|11	287
contig331328|FETUB|8	354
Mex_NM_030774_Contig_1|OR51E2|11	337
contig314556|AZI2|6	328
contig192787|PDLIM4|6	214
contig321678|ARF3|11	250
contig771412|LOC728763|6	190
contig398652|KIAA0753|11	304
contig314518|ST14|7	335
contig323213|ATP5J2|8	349
contig206307|AIM1L|6	339
contig318138|ADORA3|11	270
contig315673|CAPZA2|1	382
contig211419|C16orf57|8	326
contig203902|C19orf68|12	294
contig369043|CALCB|11	302
contig315337|MSI1|8	253
contig315502|PIK3R3|3	276
contig332684|MALL|11	337
contig56335|HNRNPAB|6	318
contig166410|RNPC3|7	284
contig341855|TEF|8	336
contig467348|FGA|6	228
contig210318|CASZ1|11	197
contig860861|SPRED1|6	173
Mex_NM_000193_Contig_1|SHH|8	347
contig323583|TBX5|8	258
contig134080|NCOA4|6	345
contig114330|C12orf4|8	256
contig448885|ERC2|11	185
Mex_NM_058242_Contig_135|KRT76|7	265
Mex_NM_001028_Contig_1|RPS25|6	183
contig117635|TECTB|8	367
contig203341|CSRP2BP|6	227
contig80298|FGFR1OP|8	339
contig692117|NPS|11	180
contig188729|INTS3|7	399
contig317479|STK39|3	400
contig325117|CWC27|4	348
contig141180|ZDHHC4|8	277
contig662534|FBXO24|11	261
contig207359|DPEP2|7	200
contig314365|ROCK2|6	399
contig314989|AMPD1|9	163
contig390054|ROR1|6	287
contig315704|HOGA1|11	164
contig159558|CCP110|11	341
contig205661|BTBD1|6	285
contig226459|PRMT10|9	268
contig489804|LMOD2|8	273
contig250636|FAM167A|6	272
contig96241|CXorf56|1	374
contig202119|ATP6V1A|3	351
contig379564|E2F7|8	170
contig189431|LMF2|6	241
contig331322|NRG1|11	201
contig320147|SFTPD|11	449
contig67965|NCAM1|6	363
contig243946|OR5A2|8	351
contig319233|FAM123B|11	300
contig316581|CCDC137|11	345
contig201780|RNF219|9	254
contig135448|RGMA|6	163
contig320124|CCR5|11	254
contig113668|MORC2|7	301
contig388944|C20orf26|6	185
contig193833|CPB1|6	294
contig92773|LECT2|12	154
contig317988|XRCC6|9	253
contig316781|KIDINS220|11	377
contig105776|C12orf43|9	252
contig317613|CRTC2|12	273
contig315972|EXOC3|8	325
contig322667|MNS1|6	250
contig191767|CDC37|6	281
contig209287|TSPAN17|6	248
contig163244|ATAD3A|4	314
contig101066|RCBTB1|6	191
contig316969|WBP1L|11	337
contig191189|TAF7|6	212
contig319478|DUS3L|7	372
contig204973|ZNF85|8	261
contig332005|WDR85|11	306
contig356667|SSTR1|6	215
contig338156|DZANK1|6	206
contig183071|PHF13|11	320
contig315072|GIGYF2|8	294
contig314710|DIDO1|12	343
contig123024|VASH1|12	190
contig339164|C12orf44|11	342
contig873540|RPL22|4	156
contig54768|KIAA0564|4	233
contig333136|PPP1R13B|11	358
contig314384|PLCD1|9	225
contig203008|SEC23IP|8	265
contig314938|HIRA|11	198
contig145093|PHKG2|11	237
contig89864|AHNAK|9	395
contig325625|TRMT12|11	238
contig91218|CDCA2|11	239
contig216892|ERN1|11	190
contig317415|BCAR3|11	289
contig339848|MYH2|6	225
contig315387|ZNF653|11	370
contig115233|SGPP1|8	339
contig208207|ZC3H14|8	374
contig145178|C9orf156|9	327
contig208912|TAL1|11	289
contig577683|SPDYA|8	291
contig316679|TRAK2|8	385
contig315443|LMBR1L|8	324
contig344288|ABL1|11	305
contig158230|SEMA4F|11	335
contig694130|GALNT5|11	200
contig332622|PGRMC2|6	368
contig273084|RPL37A|4	163
contig144529|RAB9A|8	227
contig322954|VPS26A|8	257
contig236610|TPRG1|6	233
contig325589|DDX59|12	247
contig317813|POLI|11	386
contig337323|LRRC3B|8	378
contig217443|CPQ|11	432
contig159098|HEMK1|11	417
contig314492|EIF2AK3|6	344
contig316280|AEBP2|6	361
contig196083|PEX11A|11	270
contig317866|C16orf13|6	250
contig314524|GOLGA2|7	326
contig321106|FBLN5|6	393
contig318641|CDKN2D|8	251
contig206896|MCM5|3	360
contig63707|PDE4B|6	357
contig316545|VPS53|6	351
contig325329|ST6GALNAC5|6	208
contig218950|UPF3A|11	225
contig134808|ABCB8|6	387
contig163415|METTL14|6	250
contig110194|NDUFAF4|11	204
contig316494|BLZF1|6	349
contig216291|SYT9|6	287
contig368537|TMEM203|11	408
contig236589|POLR2H|6	336
contig92258|ATF2|4	170
contig111232|POM121C|11	202
contig321505|DERL1|11	219
contig60376|NCOA1|9	314
contig158303|EBP|11	188
contig204069|THOC1|8	306
contig366472|WASH1|6	369
contig206817|CCDC125|11	409
contig317280|STX4|11	341
contig207172|GLE1|7	426
contig211492|UBAP1|11	384
contig191345|C6orf228|11	278
contig489650|RNF44|6	211
contig834949|C8A|6	297
contig317645|COIL|8	337
contig155523|AGPAT2|8	246
contig322054|RWDD4|3	354
contig315689|ORC1|12	346
contig378729|TAF4|8	311
contig390862|RUNDC2A|8	236
contig318725|CCNE1|6	300
contig318296|ACTR3|6	201
contig317984|CPM|11	183
contig89260|GEMIN6|11	346
contig207767|CTNNA2|6	372
contig90039|PPP2CA|11	210
contig324559|ABHD11|11	325
contig79975|EPB41L2|2	270
contig322835|ACSS1|8	258
contig374137|AGXT2L1|6	234
contig205510|DBR1|6	195
contig184931|RWDD2B|11	227
contig189681|ARL9|11	223
contig350335|C20orf195|9	276
contig157403|INPP5B|6	324
contig315948|NDST2|6	183
contig347373|PHKA2|7	203
contig157575|ALDH18A1|6	217
contig203546|SFRP5|11	273
contig141226|KRT8|8	349
contig322026|ZNF701|11	339
contig321949|TMOD2|8	281
contig339460|DOLPP1|8	333
contig315224|BARD1|11	298
contig324013|MTA3|6	354
contig457374|ACYP1|8	256
Mex_Nohits_3203_Contig_1|SYNC|8	374
contig315940|NUP98|11	237
contig202706|DUSP1|8	217
contig319223|NEFM|11	244
contig115128|NMRK1|11	375
contig140044|SCYL2|11	289
contig317961|CMTM6|11	271
contig316509|CAMLG|11	209
contig237912|FMN2|8	182
contig183169|PRPF40A|8	304
contig100924|PRIC285|11	303
contig317634|CHMP1A|6	386
contig319993|LARP1|6	364
contig183971|C1QC|11	295
contig328237|GPRC5C|11	376
contig315352|ITGA3|8	332
contig316404|STAMBP|8	302
contig321132|KIAA1430|9	224
contig183006|PPARD|6	325
contig315660|ADAMTS1|11	394
contig158293|USP34|3	293
contig106464|DES|8	291
contig213059|TMX4|8	339
contig315345|AUTS2|6	267
contig314978|ZNF717|11	312
contig316478|CNOT7|6	385
contig320121|LOC646730|11	277
contig213282|SLC48A1|8	218
contig315301|TXNDC5|6	231
contig324819|UGGT2|6	309
contig330548|ANO1|3	205
contig318875|ANKMY1|8	354
contig312804|TCTEX1D1|8	285
contig315398|TUBGCP2|6	248
contig324950|TSGA10|11	307
contig205714|PRKD2|11	333
contig320626|TBC1D19|11	400
contig325315|DCLK2|3	383
contig93338|C6orf162|6	164
contig317836|SORBS3|11	265
contig133955|ABAT|6	164
contig314831|ZNF292|11	336
contig314399|MDN1|9	315
contig318258|C10orf90|11	436
contig343333|ERCC6|11	391
contig373679|PRDX2|11	223
contig261643|TNRC6C|6	191
contig45662|APOPT1|12	414
contig208693|CLEC16A|11	289
contig321858|OBFC2A|8	404
contig322504|SUSD1|6	354
contig353141|ANXA13|6	185
contig314991|TGS1|11	414
contig328313|NCBP2|7	309
contig715289|TMCO7|11	344
contig316256|A2M|11	316
contig209716|TBC1D12|11	351
contig204693|PORCN|7	268
contig188677|QSER1|12	398
contig135165|ILF2|7	284
contig213327|ALG2|6	197
contig364479|H1FOO|8	387
contig315976|DIS3|6	303
contig117795|PSME4|8	336
contig108718|GDAP1|8	324
contig39613|SIRT1|11	241
contig203077|MST1R|11	215
contig114390|MINA|8	267
contig342476|ZBTB39|8	212
contig114467|ANKIB1|1	207
contig321085|ACTL6A|3	286
contig327533|SRSF9|11	279
contig196367|LRRC14|11	315
contig186740|IRF2BP1|8	224
contig125027|ANXA7|6	356
contig317231|PPAT|6	387
contig844975|RS1|6	173
contig321945|NMD3|8	387
contig314777|FUCA2|11	212
contig315579|PPP1R9A|11	315
contig318329|GALNT10|6	302
contig333804|PPAPDC3|6	446
contig207588|MTIF2|6	376
contig106609|KITLG|11	306
contig323963|VTA1|7	329
contig158018|INTS4|7	240
contig314740|FIP1L1|11	325
contig316869|NUP93|6	318
contig156633|NBEAL2|5	338
contig315299|CWC22|6	344
contig59186|ARL16|6	255
contig317900|EML2|9	321
contig359221|OPN5|6	335
contig318453|HEPHL1|11	222
contig322639|MBTPS1|4	393
contig182603|ZC3H18|11	362
contig158465|RBM38|6	310
contig144835|R3HCC1|11	337
contig201344|HERC1|11	239
contig189367|PUF60|6	187
contig342912|FAM216A|11	328
contig191783|C21orf91|8	176
contig316730|DESI2|3	369
contig442017|ATP13A4|8	326
contig109633|SNRPA1|6	225
contig324789|ZNF630|11	197
contig314243|FLJ22184|11	250
contig88780|FASTKD2|8	424
contig183020|XIRP1|12	315
contig168283|PMVK|11	333
contig349254|POLH|12	380
contig141185|KCTD10|6	396
contig206491|GNL2|7	309
contig201935|KIF21A|11	288
contig343468|PATZ1|8	307
contig315388|REPS1|6	329
contig314795|ANKRD12|1	287
contig316317|TOR1B|6	281
contig890442|NTN1|8	322
contig114302|ABCG2|6	263
contig317635|PSEN1|8	334
contig207942|SLC25A12|12	230
contig320307|ATP5SL|11	273
contig488369|TINAG|11	154
contig159604|DKC1|1	284
contig155818|PARVA|6	286
contig112715|C1orf50|6	422
contig202714|KLHDC3|6	218
contig201734|UBTF|7	189
contig201447|RAI14|10	315
contig158010|NMI|11	246
contig314543|PFKL|8	281
contig319502|MAP2K3|3	309
contig316548|TRAP1|4	248
contig330893|GPR4|11	261
contig314968|R3HCC1L|11	281
contig183393|PTGES3|6	240
contig330690|CGRRF1|6	312
contig889125|ADH1A|11	290
contig327422|FLI1|11	204
contig724608|TANC2|11	368
contig329813|LHX2|6	335
contig318423|ACOT11|11	279
contig82181|SRSF12|3	206
contig320593|LOC100130890|9	289
contig122599|TEX2|8	204
contig209049|RBM11|8	235
contig183524|NOD2|11	322
contig202033|CXCL14|6	213
contig202081|TBC1D4|11	240
contig202644|PCDH17|6	290
contig314286|ZNF638|11	295
contig207304|FAHD2A|6	167
contig312802|AFF2|7	207
contig87581|MAEA|6	259
contig192957|SUSD3|11	246
contig189801|NTRK3|8	240
contig319943|TRMT1|7	434
contig33653|SLC12A4|6	339
contig217530|PRMT8|8	160
contig315023|MTMR6|9	268
contig322542|CDK20|6	366
contig206473|TTC36|8	291
contig188667|FCGBP|9	382
contig332163|ITPK1|6	263
contig316292|CDH3|9	431
contig158794|INTS1|2	344
contig324639|RSPH4A|11	179
contig314332|REV3L|11	185
contig208864|SLC25A14|8	429
contig212010|TMEM53|11	335
contig331605|TEX9|8	291
contig202069|KIAA1522|10	220
Mex_NM_005888_Contig_1|SLC25A3|6	233
contig211872|CCDC47|6	336
contig113681|CBS|4	293
contig324984|AGK|9	377
contig190077|UNC119|6	298
contig336635|NIM1|11	266
contig132916|CARS|8	232
contig156074|CD68|12	383
contig189981|WLS|6	196
contig320896|SLC39A6|7	193
contig296048|ASAP3|3	178
contig320904|KLHL2|3	366
contig318528|FTSJ1|6	188
contig316300|TEX10|11	316
contig315058|LUC7L3|9	318
contig385744|RGCC|6	356
contig202680|C7orf23|6	271
contig329337|CITED2|11	324
contig232077|TPP1|9	274
contig319922|DHX38|3	207
contig322573|UBTD2|6	392
contig342196|C15orf59|11	229
contig357203|NRXN3|11	163
contig322692|CCDC92|12	429
contig183615|TMEM138|6	264
contig159483|TRIM33|3	244
contig214372|PDHX|10	294
contig1034490|GCKR|9	168
contig328334|RSRC1|9	300
contig329885|SLC25A4|6	319
contig367445|NME4|8	299
contig206031|NXT2|11	443
contig208146|CHST14|12	235
contig414174|AGAP3|12	185
contig377723|CPNE6|6	396
contig109012|ING1|6	390
contig235335|TMEM196|6	313
contig122944|ACBD3|6	271
contig331505|SLC45A2|11	303
contig315788|EFEMP1|7	258
contig219990|MAD2L1BP|11	346
contig156593|PLOD1|3	398
contig220770|HMGXB3|11	378
contig344574|FAM180A|8	330
contig437746|PLXNA1|8	211
contig70536|RPL8|6	216
contig208509|C10orf35|8	311
contig331045|AKR1A1|10	289
contig323327|NQO1|9	350
contig317738|TMEM104|7	317
contig324429|CASP6|11	212
contig315162|KLHL20|6	340
contig322189|SLC18A1|8	328
contig316396|MED18|6	242
contig317561|VWF|11	224
contig314985|USP44|11	290
contig355014|POP5|6	247
contig353674|TAGLN3|11	179
contig222018|PLEKHJ1|8	155
contig220413|EXOG|8	236
contig189755|NCOA7|8	344
contig204951|OBSCN|12	303
contig318837|ZBTB6|12	188
contig318525|ME2|8	244
contig84566|TNNT1|6	281
contig134166|PPP1R10|11	315
contig202632|M6PR|8	328
contig206760|LRRC49|11	429
contig318317|PRDM8|8	259
contig320438|VPS16|12	330
contig427463|OCM2|6	327
contig336052|STC1|11	385
contig203895|C16orf72|6	240
contig327184|CXorf36|11	322
contig201787|GPC4|7	218
contig371387|YWHAG|6	311
contig190385|TSSC1|6	171
contig56123|TMEM161B|6	160
contig202815|MTPN|8	202
contig384361|PURB|6	241
contig316427|EIF2D|6	253
contig335884|TRIML1|10	439
contig201687|TGFBR2|11	398
contig319828|MAMDC2|7	359
contig316116|IMPAD1|11	201
contig118831|MRPL13|6	291
contig87159|PDE4DIP|11	276
contig398681|MMS22L|8	252
contig321865|COL4A5|11	174
contig210250|FSCN2|6	237
contig318861|SPG11|11	285
contig192095|RDM1|9	319
contig320275|FIGNL1|6	371
contig159928|RRAGD|6	291
contig203244|MOSPD2|6	408
contig319968|RAB12|6	359
contig214077|ACN9|11	388
contig670245|BAK1|11	296
contig108439|INSR|6	351
contig324304|NAT8L|6	161
contig196255|FBXL12|11	274
